player,nationality,position,team,comp_level,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
Nadiem Amiri,GER,MF,Mainz 05,Bundesliga,26,1996,14.6,567.0,798.0,71.1,10700.0,4288.0,247.0,291.0,84.9,205.0,263.0,77.9,94.0,201.0,46.8,4,4.3,4.1,-0.3,52.0,70.0,17.0,3.0,88.0
Nadiem Amiri,GER,MF,Leverkusen,Bundesliga,26,1996,1.0,92.0,100.0,92.0,1039.0,238.0,70.0,72.0,97.2,17.0,19.0,89.5,1.0,1.0,100.0,0,0.0,0.1,0.0,1.0,8.0,2.0,0.0,6.0
Kofi Amoako,GER,MF,Wolfsburg,Bundesliga,18,2005,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sofyan Amrabat,MAR,"MF,DF",Manchester Utd,Premier League,26,1996,10.4,578.0,664.0,87.0,10308.0,2747.0,244.0,274.0,89.1,264.0,296.0,89.2,56.0,67.0,83.6,0,0.3,0.4,-0.3,6.0,62.0,6.0,1.0,66.0
Joachim Andersen,DEN,DF,Crystal Palace,Premier League,27,1996,37.9,1731.0,2209.0,78.4,37874.0,14700.0,488.0,559.0,87.3,950.0,1041.0,91.3,281.0,547.0,51.4,3,2.8,2.3,0.2,20.0,171.0,17.0,8.0,147.0
Elliot Anderson,SCO,"MF,FW",Newcastle Utd,Premier League,20,2002,11.4,370.0,460.0,80.4,5041.0,1322.0,241.0,274.0,88.0,108.0,130.0,83.1,8.0,27.0,29.6,2,1.9,1.2,0.1,15.0,36.0,12.0,0.0,57.0
Felipe Anderson,BRA,"FW,MF",Lazio,Serie A,30,1993,30.8,1012.0,1336.0,75.7,14375.0,3827.0,601.0,690.0,87.1,320.0,411.0,77.9,47.0,96.0,49.0,6,6.3,4.7,-0.3,42.0,66.0,50.0,4.0,126.0
Benjamin André,FRA,MF,Lille,Ligue 1,32,1990,28.6,1598.0,1919.0,83.3,26448.0,7329.0,751.0,860.0,87.3,648.0,733.0,88.4,123.0,199.0,61.8,0,1.3,2.2,-1.3,19.0,173.0,9.0,2.0,180.0
Komnen Andrić,SRB,FW,Clermont Foot,Ligue 1,28,1995,1.9,45.0,59.0,76.3,600.0,72.0,26.0,33.0,78.8,15.0,18.0,83.3,1.0,2.0,50.0,0,0.2,0.1,-0.2,4.0,4.0,1.0,0.0,5.0
Robert Andrich,GER,"MF,DF",Leverkusen,Bundesliga,28,1994,18.8,1346.0,1494.0,90.1,20529.0,6451.0,749.0,789.0,94.9,487.0,542.0,89.9,74.0,105.0,70.5,2,1.8,2.2,0.2,22.0,117.0,19.0,3.0,97.0
Miguel Ángel Rubio,ESP,DF,Granada,La Liga,25,1998,17.3,622.0,775.0,80.3,12049.0,4316.0,201.0,229.0,87.8,357.0,405.0,88.1,58.0,120.0,48.3,0,0.1,0.1,-0.1,2.0,24.0,3.0,0.0,27.0
Angeliño,ESP,DF,Roma,Serie A,26,1997,12.7,546.0,715.0,76.4,9819.0,3457.0,257.0,285.0,90.2,221.0,284.0,77.8,62.0,123.0,50.4,1,1.6,1.5,-0.6,19.0,36.0,21.0,13.0,40.0
Fabrizio Angileri,ARG,"DF,MF",Getafe,La Liga,29,1994,1.8,68.0,103.0,66.0,1143.0,377.0,30.0,38.0,78.9,25.0,36.0,69.4,8.0,18.0,44.4,0,1.3,0.9,-1.3,4.0,4.0,4.0,3.0,7.0
Jaidon Anthony,ENG,FW,Bournemouth,Premier League,23,1999,1.7,30.0,45.0,66.7,453.0,139.0,17.0,20.0,85.0,10.0,14.0,71.4,1.0,6.0,16.7,0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,8.0
Waldemar Anton,GER,DF,Stuttgart,Bundesliga,27,1996,32.1,2330.0,2624.0,88.8,41479.0,15026.0,904.0,955.0,94.7,1251.0,1342.0,93.2,143.0,260.0,55.0,3,1.0,1.5,2.0,9.0,163.0,7.0,2.0,172.0
Michail Antonio,JAM,FW,West Ham,Premier League,33,1990,18.8,180.0,308.0,58.4,2635.0,626.0,111.0,154.0,72.1,48.0,90.0,53.3,13.0,26.0,50.0,2,0.9,1.3,1.1,8.0,13.0,7.0,2.0,22.0
Antony,BRA,FW,Manchester Utd,Premier League,23,2000,14.7,468.0,595.0,78.7,6175.0,1608.0,295.0,348.0,84.8,130.0,153.0,85.0,16.0,30.0,53.3,1,2.8,1.9,-1.8,22.0,26.0,29.0,3.0,64.0
Christopher Antwi-Adjei,GHA,"FW,MF",Bochum,Bundesliga,29,1994,13.5,274.0,454.0,60.4,4315.0,1592.0,154.0,187.0,82.4,80.0,143.0,55.9,31.0,80.0,38.8,2,3.5,3.0,-1.5,24.0,11.0,15.0,7.0,28.0
Houssem Aouar,ALG,"MF,FW",Roma,Serie A,25,1998,8.4,300.0,359.0,83.6,4459.0,818.0,166.0,181.0,91.7,113.0,133.0,85.0,14.0,21.0,66.7,0,0.5,0.6,-0.5,10.0,25.0,3.0,1.0,26.0
Stredair Appuah,FRA,"FW,MF",Nantes,Ligue 1,19,2004,0.9,14.0,23.0,60.9,184.0,39.0,5.0,7.0,71.4,7.0,7.0,100.0,0.0,5.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Mauro Arambarri,URU,MF,Getafe,La Liga,27,1995,3.8,114.0,142.0,80.3,2299.0,646.0,48.0,55.0,87.3,48.0,56.0,85.7,18.0,25.0,72.0,0,0.0,0.1,0.0,2.0,17.0,2.0,2.0,20.0
Jon Aramburu,VEN,DF,Real Sociedad,La Liga,21,2002,6.0,254.0,321.0,79.1,4015.0,1243.0,126.0,141.0,89.4,114.0,137.0,83.2,11.0,27.0,40.7,0,0.0,0.1,0.0,0.0,25.0,2.0,1.0,26.0
Asaf Arania,ISR,MF,Darmstadt 98,Bundesliga,17,2005,0.1,4.0,4.0,100.0,60.0,2.0,3.0,3.0,100.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Julian Araujo,MEX,DF,Las Palmas,La Liga,21,2001,16.2,680.0,831.0,81.8,11255.0,3943.0,328.0,367.0,89.4,297.0,352.0,84.4,43.0,75.0,57.3,0,1.2,0.9,-1.2,16.0,69.0,12.0,4.0,74.0
Ronald Araújo,URU,DF,Barcelona,La Liga,24,1999,22.2,1458.0,1641.0,88.8,27691.0,10325.0,543.0,578.0,93.9,769.0,818.0,94.0,136.0,218.0,62.4,2,1.4,1.7,0.6,8.0,111.0,6.0,1.0,101.0
Oliver Arblaster,ENG,MF,Sheffield Utd,Premier League,19,2004,10.5,349.0,438.0,79.7,5894.0,1788.0,173.0,200.0,86.5,146.0,166.0,88.0,26.0,50.0,52.0,0,0.7,0.9,-0.7,11.0,37.0,6.0,0.0,43.0
Cameron Archer,ENG,"FW,MF",Sheffield Utd,Premier League,22,2001,20.4,266.0,332.0,80.1,3245.0,471.0,171.0,207.0,82.6,64.0,69.0,92.8,5.0,9.0,55.6,1,2.8,1.4,-1.8,23.0,11.0,7.0,2.0,15.0
Cameron Archer,ENG,MF,Aston Villa,Premier League,22,2001,0.1,5.0,6.0,83.3,42.0,0.0,5.0,6.0,83.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alphonse Areola,FRA,GK,West Ham,Premier League,30,1993,30.0,562.0,867.0,64.8,17799.0,12917.0,74.0,76.0,97.4,245.0,246.0,99.6,241.0,538.0,44.8,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,1.0
Adu Ares,ESP,FW,Athletic Club,La Liga,21,2001,2.9,79.0,104.0,76.0,1252.0,82.0,45.0,53.0,84.9,27.0,34.0,79.4,5.0,9.0,55.6,0,0.0,0.1,0.0,1.0,5.0,0.0,0.0,3.0
Jesús Areso,ESP,DF,Osasuna,La Liga,24,1999,29.6,1021.0,1368.0,74.6,16878.0,7275.0,502.0,572.0,87.8,416.0,547.0,76.1,79.0,160.0,49.4,6,3.6,2.9,2.4,36.0,77.0,40.0,24.0,106.0
Simone Aresti,ITA,GK,Cagliari,Serie A,37,1986,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matias Arezo,URU,FW,Granada,La Liga,20,2002,4.1,52.0,82.0,63.4,736.0,186.0,31.0,44.0,70.5,11.0,21.0,52.4,6.0,8.0,75.0,0,0.1,0.1,-0.1,2.0,3.0,2.0,1.0,5.0
Iñigo Arguibide,ESP,DF,Osasuna,La Liga,18,2005,0.2,1.0,4.0,25.0,10.0,0.0,1.0,3.0,33.3,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yoël Armougom,FRA,"DF,MF",Clermont Foot,Ligue 1,25,1998,2.6,97.0,131.0,74.0,1282.0,363.0,61.0,70.0,87.1,29.0,39.0,74.4,2.0,15.0,13.3,0,0.3,0.2,-0.3,5.0,5.0,6.0,3.0,12.0
José Arnaiz,ESP,"FW,MF",Osasuna,La Liga,28,1995,10.3,233.0,318.0,73.3,3471.0,615.0,136.0,157.0,86.6,65.0,85.0,76.5,21.0,43.0,48.8,1,1.8,1.6,-0.8,14.0,6.0,5.0,1.0,11.0
Hákon Arnar Haraldsson,ISL,"FW,MF",Lille,Ligue 1,20,2003,14.3,451.0,549.0,82.1,6644.0,1432.0,227.0,272.0,83.5,165.0,195.0,84.6,26.0,33.0,78.8,0,1.5,1.6,-1.5,15.0,38.0,11.0,1.0,48.0
Marko Arnautović,AUT,FW,Inter,Serie A,34,1989,8.9,203.0,271.0,74.9,2726.0,533.0,124.0,154.0,80.5,55.0,68.0,80.9,8.0,11.0,72.7,3,2.6,2.1,0.4,16.0,9.0,10.0,1.0,20.0
Maximilian Arnold,GER,MF,Wolfsburg,Bundesliga,29,1994,27.8,1285.0,1582.0,81.2,25047.0,7547.0,497.0,549.0,90.5,590.0,664.0,88.9,175.0,316.0,55.4,1,3.9,4.4,-2.9,48.0,151.0,28.0,11.0,143.0
Mohamed El Arouch,FRA,FW,Lyon,Ligue 1,19,2004,0.0,1.0,1.0,100.0,22.0,22.0,0.0,0.0,0.0,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sergio Arribas,ESP,"MF,FW",Almería,La Liga,21,2001,22.7,588.0,751.0,78.3,8318.0,2305.0,355.0,412.0,86.2,168.0,196.0,85.7,32.0,77.0,41.6,4,3.7,3.3,0.3,42.0,51.0,26.0,4.0,81.0
Kepa Arrizabalaga,ESP,GK,Real Madrid,La Liga,28,1994,13.3,386.0,456.0,84.6,8976.0,5956.0,89.0,90.0,98.9,225.0,226.0,99.6,72.0,139.0,51.8,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0
Arthur,BRA,DF,Leverkusen,Bundesliga,20,2003,2.0,88.0,109.0,80.7,1360.0,367.0,53.0,58.0,91.4,28.0,39.0,71.8,6.0,8.0,75.0,2,0.3,0.4,1.7,5.0,2.0,6.0,5.0,7.0
Takuma Asano,JPN,"FW,MF",Bochum,Bundesliga,28,1994,22.1,262.0,397.0,66.0,3476.0,855.0,171.0,217.0,78.8,67.0,96.0,69.8,11.0,26.0,42.3,1,1.3,0.9,-0.3,21.0,17.0,13.0,1.0,32.0
Marco Asensio,ESP,"MF,FW",Paris S-G,Ligue 1,27,1996,12.4,545.0,656.0,83.1,8033.0,2110.0,304.0,334.0,91.0,185.0,208.0,88.9,27.0,68.0,39.7,5,5.8,4.3,-0.8,33.0,49.0,22.0,5.0,71.0
Kristjan Asllani,ALB,MF,Inter,Serie A,21,2002,8.7,662.0,744.0,89.0,12108.0,3064.0,296.0,306.0,96.7,284.0,302.0,94.0,78.0,120.0,65.0,2,1.1,0.8,0.9,8.0,47.0,4.0,1.0,32.0
Joel Asoro,SWE,"FW,MF",Metz,Ligue 1,24,1999,9.4,94.0,147.0,63.9,1492.0,451.0,47.0,64.0,73.4,29.0,40.0,72.5,11.0,23.0,47.8,1,0.3,0.3,0.7,8.0,9.0,6.0,3.0,16.0
Jonathan Asp Jensen,DEN,FW,Bayern Munich,Bundesliga,17,2006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iago Aspas,ESP,FW,Celta Vigo,La Liga,35,1987,30.1,949.0,1305.0,72.7,15355.0,4670.0,475.0,583.0,81.5,320.0,408.0,78.4,98.0,202.0,48.5,10,10.1,9.3,-0.1,90.0,99.0,55.0,6.0,161.0
Lorenz Assignon,TOG,DF,Burnley,Premier League,23,2000,13.7,352.0,485.0,72.6,5411.0,1984.0,182.0,225.0,80.9,152.0,194.0,78.4,10.0,31.0,32.3,2,2.6,1.6,-0.6,13.0,16.0,10.0,5.0,34.0
Lorenz Assignon,TOG,DF,Rennes,Ligue 1,23,2000,11.2,516.0,600.0,86.0,8700.0,2414.0,220.0,236.0,93.2,247.0,284.0,87.0,34.0,47.0,72.3,1,1.8,1.3,-0.8,20.0,32.0,12.0,5.0,51.0
Youcef Atal,ALG,DF,Nice,Ligue 1,27,1996,4.0,214.0,238.0,89.9,3127.0,832.0,125.0,132.0,94.7,67.0,73.0,91.8,14.0,19.0,73.7,0,0.8,0.4,-0.8,4.0,8.0,3.0,1.0,15.0
Valentin Atangana Edoa,FRA,MF,Reims,Ligue 1,17,2005,6.2,155.0,179.0,86.6,2784.0,585.0,50.0,60.0,83.3,90.0,97.0,92.8,10.0,12.0,83.3,0,0.1,0.3,-0.1,2.0,14.0,1.0,1.0,21.0
Arthur Atta,FRA,"MF,FW",Metz,Ligue 1,20,2003,10.3,301.0,401.0,75.1,5603.0,1409.0,121.0,154.0,78.6,131.0,157.0,83.4,39.0,65.0,60.0,2,1.3,0.5,0.7,12.0,37.0,12.0,4.0,48.0
Noah Atubolu,GER,GK,Freiburg,Bundesliga,21,2002,34.0,982.0,1392.0,70.5,28328.0,20599.0,171.0,173.0,98.8,468.0,474.0,98.7,343.0,741.0,46.3,0,0.0,0.2,0.0,0.0,33.0,2.0,0.0,1.0
Pierre-Emerick Aubameyang,GAB,FW,Marseille,Ligue 1,34,1989,29.1,444.0,660.0,67.3,6310.0,1446.0,261.0,357.0,73.1,141.0,204.0,69.1,16.0,39.0,41.0,8,5.6,4.4,2.4,27.0,29.0,27.0,5.0,58.0
Emil Audero,ITA,GK,Inter,Serie A,26,1997,3.7,166.0,197.0,84.3,3484.0,2227.0,44.0,45.0,97.8,96.0,100.0,96.0,25.0,49.0,51.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Tommaso Augello,ITA,DF,Cagliari,Serie A,28,1994,26.9,919.0,1329.0,69.1,16120.0,7212.0,418.0,481.0,86.9,403.0,550.0,73.3,90.0,233.0,38.6,1,2.0,2.4,-1.0,27.0,68.0,31.0,20.0,96.0
Carlos Augusto,BRA,DF,Inter,Serie A,24,1999,19.2,921.0,1099.0,83.8,14740.0,4852.0,466.0,509.0,91.6,369.0,422.0,87.4,61.0,95.0,64.2,3,2.8,2.1,0.2,19.0,45.0,15.0,9.0,54.0
Yann Aurel Bisseck,GER,DF,Inter,Serie A,22,2000,10.0,590.0,641.0,92.0,10225.0,2915.0,238.0,253.0,94.1,296.0,313.0,94.6,47.0,55.0,85.5,0,0.5,0.4,-0.5,1.0,27.0,4.0,1.0,30.0
Serge Aurier,CIV,"DF,MF",Nott'ham Forest,Premier League,30,1992,9.3,348.0,448.0,77.7,5238.0,2147.0,191.0,225.0,84.9,130.0,156.0,83.3,17.0,45.0,37.8,2,0.5,0.5,1.5,4.0,31.0,9.0,4.0,47.0
Ezequiel Ávila,ARG,"FW,MF",Osasuna,La Liga,29,1994,9.6,232.0,371.0,62.5,5068.0,1419.0,94.0,122.0,77.0,75.0,118.0,63.6,59.0,109.0,54.1,3,2.3,2.7,0.7,21.0,25.0,18.0,7.0,39.0
Ezequiel Ávila,ARG,FW,Betis,La Liga,29,1994,3.3,55.0,91.0,60.4,914.0,180.0,26.0,30.0,86.7,18.0,30.0,60.0,6.0,17.0,35.3,0,0.1,0.1,-0.1,2.0,2.0,2.0,0.0,6.0
Taiwo Awoniyi,NGA,FW,Nott'ham Forest,Premier League,25,1997,11.6,127.0,175.0,72.6,1594.0,312.0,88.0,111.0,79.3,34.0,47.0,72.3,3.0,5.0,60.0,3,1.7,0.9,1.3,10.0,6.0,3.0,0.0,14.0
André Ayew,GHA,FW,Le Havre,Ligue 1,33,1989,12.3,197.0,266.0,74.1,2678.0,655.0,127.0,157.0,80.9,55.0,72.0,76.4,5.0,9.0,55.6,0,0.8,0.5,-0.8,8.0,26.0,4.0,1.0,23.0
Jordan Ayew,GHA,"FW,MF",Crystal Palace,Premier League,31,1991,28.3,681.0,920.0,74.0,9753.0,1856.0,417.0,478.0,87.2,213.0,285.0,74.7,24.0,74.0,32.4,7,4.2,2.7,2.8,25.0,43.0,26.0,10.0,63.0
Neil El Aynaoui,FRA,MF,Lens,Ligue 1,22,2001,17.4,576.0,670.0,86.0,8486.0,2193.0,302.0,344.0,87.8,209.0,230.0,90.9,25.0,43.0,58.1,2,0.8,0.9,1.2,16.0,66.0,10.0,1.0,59.0
Sardar Azmoun,IRN,"FW,MF",Roma,Serie A,28,1995,6.5,108.0,156.0,69.2,1497.0,361.0,69.0,90.0,76.7,34.0,42.0,81.0,2.0,5.0,40.0,0,1.4,0.5,-1.4,8.0,9.0,4.0,1.0,14.0
César Azpilicueta,ESP,DF,Atlético Madrid,La Liga,33,1989,15.8,867.0,1035.0,83.8,13049.0,5238.0,490.0,522.0,93.9,300.0,353.0,85.0,51.0,111.0,45.9,2,2.4,1.9,-0.4,15.0,74.0,15.0,2.0,77.0
Paulo Azzi,BRA,"DF,MF",Cagliari,Serie A,29,1994,10.6,322.0,487.0,66.1,5033.0,2123.0,175.0,216.0,81.0,119.0,181.0,65.7,19.0,59.0,32.2,0,0.7,0.4,-0.7,9.0,24.0,10.0,6.0,35.0
Oussama El Azzouzi,MAR,MF,Bologna,Serie A,22,2001,6.1,352.0,390.0,90.3,6100.0,1161.0,159.0,174.0,91.4,138.0,147.0,93.9,42.0,50.0,84.0,2,0.6,0.2,1.4,6.0,21.0,0.0,0.0,19.0
Abdellah Baallal,MAR,MF,Clermont Foot,Ligue 1,18,2004,0.0,3.0,4.0,75.0,40.0,0.0,2.0,3.0,66.7,1.0,1.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Iddrisu Baba,GHA,MF,Almería,La Liga,27,1996,15.9,543.0,654.0,83.0,10011.0,2718.0,207.0,245.0,84.5,272.0,308.0,88.3,52.0,67.0,77.6,0,0.6,0.4,-0.6,6.0,51.0,3.0,2.0,60.0
Srđan Babić,SRB,DF,Almería,La Liga,27,1996,1.0,58.0,62.0,93.5,1267.0,388.0,13.0,13.0,100.0,37.0,41.0,90.2,8.0,8.0,100.0,0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,6.0
Shavy Babicka,GAB,"FW,MF",Toulouse,Ligue 1,23,2000,4.1,77.0,127.0,60.6,1188.0,236.0,41.0,58.0,70.7,27.0,45.0,60.0,5.0,6.0,83.3,0,0.1,0.4,-0.1,2.0,3.0,7.0,3.0,8.0
Aliou Badara Baldé,GUI,"FW,DF",Nice,Ligue 1,20,2002,0.8,15.0,30.0,50.0,183.0,33.0,12.0,17.0,70.6,2.0,9.0,22.2,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0
Loïc Bade,FRA,DF,Sevilla,La Liga,23,2000,25.3,1113.0,1346.0,82.7,21547.0,8244.0,373.0,411.0,90.8,623.0,701.0,88.9,106.0,199.0,53.3,1,0.5,0.5,0.5,9.0,79.0,1.0,0.0,76.0
Milan Badelj,CRO,MF,Genoa,Serie A,34,1989,28.2,1136.0,1407.0,80.7,19451.0,6788.0,504.0,579.0,87.0,474.0,547.0,86.7,110.0,189.0,58.2,3,1.1,1.4,1.9,18.0,140.0,23.0,4.0,151.0
Matthias Bader,GER,"DF,MF",Darmstadt 98,Bundesliga,26,1997,20.0,687.0,912.0,75.3,12501.0,4100.0,280.0,323.0,86.7,330.0,394.0,83.8,67.0,137.0,48.9,2,2.3,3.5,-0.3,18.0,38.0,22.0,6.0,67.0
Benoît Badiashile,FRA,DF,Chelsea,Premier League,22,2001,14.9,1065.0,1173.0,90.8,18737.0,7087.0,442.0,463.0,95.5,543.0,584.0,93.0,71.0,106.0,67.0,1,1.5,0.9,-0.5,6.0,48.0,4.0,0.0,46.0
Alex Baena,ESP,"MF,FW",Villarreal,La Liga,22,2001,28.7,893.0,1255.0,71.2,16899.0,5861.0,394.0,460.0,85.7,351.0,467.0,75.2,129.0,244.0,52.9,14,9.2,9.5,4.8,83.0,95.0,59.0,15.0,165.0
Jaime Báez,URU,"FW,MF",Frosinone,Serie A,28,1995,5.6,141.0,202.0,69.8,2309.0,920.0,68.0,87.0,78.2,50.0,64.0,78.1,16.0,33.0,48.5,0,0.5,0.8,-0.5,8.0,12.0,9.0,0.0,29.0
Nicola Bagnolini,ITA,GK,Bologna,Serie A,19,2004,0.1,2.0,3.0,66.7,106.0,82.0,1.0,1.0,100.0,0.0,0.0,0.0,1.0,2.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Leon Bailey,JAM,"MF,FW",Aston Villa,Premier League,25,1997,23.0,573.0,790.0,72.5,8993.0,2559.0,327.0,391.0,83.6,184.0,242.0,76.0,48.0,82.0,58.5,9,9.2,7.3,-0.2,52.0,38.0,51.0,7.0,82.0
Eric Bailly,CIV,DF,Villarreal,La Liga,29,1994,9.3,337.0,385.0,87.5,6283.0,2551.0,112.0,123.0,91.1,191.0,210.0,91.0,29.0,41.0,70.7,0,0.0,0.0,0.0,0.0,12.0,1.0,0.0,18.0
Stefan Bajcetic,ESP,MF,Liverpool,Premier League,18,2004,0.3,7.0,10.0,70.0,101.0,44.0,3.0,3.0,100.0,4.0,6.0,66.7,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nedim Bajrami,ALB,"MF,FW",Sassuolo,Serie A,24,1999,14.6,330.0,460.0,71.7,5347.0,1538.0,154.0,186.0,82.8,134.0,174.0,77.0,25.0,63.0,39.7,2,2.2,1.6,-0.2,22.0,16.0,15.0,2.0,49.0
Cédric Bakambu,COD,FW,Betis,La Liga,32,1991,2.2,26.0,39.0,66.7,277.0,58.0,14.0,20.0,70.0,7.0,12.0,58.3,0.0,0.0,0.0,0,0.3,0.4,-0.3,3.0,1.0,0.0,0.0,4.0
Tiemoué Bakayoko,FRA,MF,Lorient,Ligue 1,28,1994,14.6,550.0,637.0,86.3,9243.0,2584.0,251.0,282.0,89.0,240.0,270.0,88.9,42.0,50.0,84.0,1,0.5,0.3,0.5,4.0,55.0,2.0,0.0,54.0
Mitchel Bakker,NED,DF,Atalanta,Serie A,23,2000,4.2,167.0,212.0,78.8,2347.0,433.0,105.0,117.0,89.7,51.0,62.0,82.3,6.0,16.0,37.5,0,0.1,0.1,-0.1,3.0,9.0,0.0,0.0,10.0
Ridle Baku,GER,"DF,MF",Wolfsburg,Bundesliga,25,1998,22.4,789.0,1048.0,75.3,12508.0,3955.0,408.0,475.0,85.9,306.0,403.0,75.9,58.0,115.0,50.4,0,3.0,3.5,-3.0,29.0,46.0,26.0,10.0,85.0
Dilane Bakwa,FRA,"FW,MF",Strasbourg,Ligue 1,20,2002,24.2,587.0,862.0,68.1,10108.0,3121.0,282.0,345.0,81.7,214.0,299.0,71.6,64.0,153.0,41.8,6,6.2,4.6,-0.2,49.0,50.0,36.0,10.0,92.0
Tommaso Baldanzi,ITA,"MF,FW",Empoli,Serie A,20,2003,8.3,201.0,257.0,78.2,3075.0,751.0,102.0,119.0,85.7,70.0,86.0,81.4,15.0,22.0,68.2,0,1.0,0.8,-1.0,13.0,12.0,11.0,3.0,30.0
Tommaso Baldanzi,ITA,"FW,MF",Roma,Serie A,20,2003,5.8,175.0,205.0,85.4,2356.0,434.0,111.0,124.0,89.5,57.0,66.0,86.4,3.0,7.0,42.9,0,0.7,0.7,-0.7,4.0,16.0,6.0,3.0,14.0
Alejandro Balde,ESP,DF,Barcelona,La Liga,19,2003,15.3,694.0,817.0,84.9,9879.0,2231.0,430.0,473.0,90.9,229.0,264.0,86.7,22.0,42.0,52.4,1,1.2,1.5,-0.2,13.0,26.0,20.0,7.0,41.0
George Baldock,GRE,DF,Sheffield Utd,Premier League,30,1993,10.8,291.0,397.0,73.3,4602.0,1810.0,169.0,191.0,88.5,100.0,124.0,80.6,18.0,52.0,34.6,1,0.8,0.6,0.2,7.0,18.0,11.0,4.0,31.0
Carlos Baleba,CMR,MF,Brighton,Premier League,19,2004,14.7,713.0,775.0,92.0,10618.0,2185.0,402.0,429.0,93.7,267.0,278.0,96.0,24.0,30.0,80.0,0,0.3,0.3,-0.3,8.0,38.0,3.0,0.0,50.0
Carlos Baleba,CMR,MF,Lille,Ligue 1,19,2004,0.7,39.0,45.0,86.7,627.0,100.0,20.0,22.0,90.9,12.0,13.0,92.3,4.0,6.0,66.7,0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,3.0
Leonardo Balerdi,ARG,DF,Marseille,Ligue 1,24,1999,25.2,1402.0,1628.0,86.1,26569.0,9543.0,520.0,562.0,92.5,678.0,753.0,90.0,169.0,260.0,65.0,0,0.2,0.5,-0.2,5.0,115.0,3.0,0.0,122.0
Iván Balliu,ALB,DF,Rayo Vallecano,La Liga,31,1992,31.9,1116.0,1487.0,75.1,18841.0,8333.0,553.0,626.0,88.3,443.0,566.0,78.3,97.0,206.0,47.1,1,2.6,2.3,-1.6,24.0,77.0,18.0,10.0,98.0
Fodé Ballo-Touré,SEN,"DF,MF",Fulham,Premier League,26,1997,0.8,56.0,78.0,71.8,1002.0,224.0,23.0,30.0,76.7,26.0,33.0,78.8,6.0,8.0,75.0,0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0
Folarin Balogun,USA,FW,Monaco,Ligue 1,22,2001,18.8,263.0,365.0,72.1,3304.0,588.0,150.0,187.0,80.2,73.0,98.0,74.5,5.0,16.0,31.3,5,3.3,1.9,1.7,26.0,20.0,11.0,0.0,30.0
Jonathan Bamba,CIV,"MF,FW",Celta Vigo,La Liga,27,1996,22.0,590.0,769.0,76.7,7575.0,2148.0,397.0,455.0,87.3,138.0,190.0,72.6,20.0,36.0,55.6,2,4.7,3.7,-2.7,38.0,38.0,33.0,10.0,80.0
Mohamed Bamba,CIV,FW,Lorient,Ligue 1,21,2001,12.6,185.0,256.0,72.3,2456.0,373.0,96.0,129.0,74.4,69.0,88.0,78.4,3.0,4.0,75.0,3,2.1,1.2,0.9,14.0,8.0,10.0,0.0,16.0
Samuel Bamba,GER,FW,Dortmund,Bundesliga,19,2004,0.5,14.0,20.0,70.0,207.0,42.0,11.0,12.0,91.7,1.0,2.0,50.0,2.0,4.0,50.0,0,0.1,0.1,-0.1,1.0,0.0,1.0,0.0,2.0
