player,nationality,position,team,comp_level,age,birth_year,minutes_90s,passes_completed,passes,passes_pct,passes_total_distance,passes_progressive_distance,passes_completed_short,passes_short,passes_pct_short,passes_completed_medium,passes_medium,passes_pct_medium,passes_completed_long,passes_long,passes_pct_long,assists,xg_assist,pass_xa,xg_assist_net,assisted_shots,passes_into_final_third,passes_into_penalty_area,crosses_into_penalty_area,progressive_passes
Leonardo Lelo,POR,"DF,MF",Casa Pia,Primeira Liga,23,2000,32.7,1072.0,1478.0,72.5,17174.0,6652.0,581.0,657.0,88.4,400.0,517.0,77.4,79.0,212.0,37.3,2,1.8,2.6,0.2,37.0,79.0,19.0,4.0,99.0
Marcos Leonardo,BRA,FW,Benfica,Primeira Liga,20,2003,3.7,29.0,49.0,59.2,390.0,55.0,17.0,25.0,68.0,7.0,14.0,50.0,2.0,2.0,100.0,0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,3.0
Otso Liimatta,FIN,"MF,FW",Famalicão,Primeira Liga,19,2004,5.2,86.0,118.0,72.9,1307.0,313.0,45.0,56.0,80.4,34.0,44.0,77.3,5.0,9.0,55.6,0,0.2,0.2,-0.2,3.0,9.0,1.0,1.0,8.0
Rúben Lima,POR,"DF,MF",Estrela,Primeira Liga,33,1989,10.3,331.0,477.0,69.4,6379.0,2867.0,119.0,147.0,81.0,165.0,205.0,80.5,40.0,95.0,42.1,1,0.7,1.0,0.3,5.0,27.0,5.0,3.0,23.0
Danny Loader,ENG,"FW,MF",Porto,Primeira Liga,22,2000,2.7,73.0,91.0,80.2,979.0,180.0,46.0,54.0,85.2,18.0,22.0,81.8,4.0,5.0,80.0,2,0.8,0.7,1.2,6.0,4.0,4.0,0.0,10.0
Jason Lokilo,BEL,"FW,MF",Vizela,Primeira Liga,24,1998,7.8,210.0,264.0,79.5,3013.0,761.0,126.0,140.0,90.0,66.0,80.0,82.5,9.0,22.0,40.9,1,1.0,1.1,0.0,8.0,13.0,10.0,3.0,24.0
Julien Lomboto,,MF,Rio Ave,Primeira Liga,21,2002,0.1,4.0,4.0,100.0,66.0,32.0,2.0,2.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Miguel Lopes,POR,DF,Estrela,Primeira Liga,36,1986,14.7,573.0,671.0,85.4,11870.0,4100.0,162.0,183.0,88.5,342.0,375.0,91.2,66.0,100.0,66.0,0,0.8,0.5,-0.8,3.0,29.0,3.0,0.0,34.0
Né lopes,POR,DF,Gil Vicente FC,Primeira Liga,23,2000,2.9,153.0,173.0,88.4,3203.0,958.0,36.0,41.0,87.8,101.0,110.0,91.8,16.0,20.0,80.0,0,0.0,0.0,0.0,0.0,6.0,1.0,0.0,9.0
Rony Lopes,POR,"FW,MF",Braga,Primeira Liga,27,1995,4.1,141.0,196.0,71.9,2197.0,472.0,70.0,83.0,84.3,52.0,66.0,78.8,9.0,25.0,36.0,0,0.8,0.7,-0.8,6.0,16.0,6.0,1.0,27.0
Bruno Lourenço,POR,"FW,MF",Boavista,Primeira Liga,25,1998,22.4,397.0,563.0,70.5,6516.0,1999.0,203.0,241.0,84.2,132.0,174.0,75.9,38.0,88.0,43.2,1,1.5,1.5,-0.5,16.0,42.0,11.0,2.0,60.0
Thomas Luciano,BRA,DF,Gil Vicente FC,Primeira Liga,21,2002,0.3,13.0,24.0,54.2,183.0,87.0,8.0,8.0,100.0,5.0,13.0,38.5,0.0,3.0,0.0,0,0.1,0.0,-0.1,1.0,1.0,1.0,1.0,2.0
André Luis,BRA,FW,Moreirense,Primeira Liga,29,1994,14.8,179.0,302.0,59.3,2416.0,682.0,110.0,162.0,67.9,57.0,94.0,60.6,4.0,14.0,28.6,2,2.0,1.0,0.0,19.0,18.0,9.0,0.0,29.0
Florentino Luís,POR,MF,Benfica,Primeira Liga,23,1999,18.7,1227.0,1380.0,88.9,19723.0,6414.0,644.0,703.0,91.6,462.0,507.0,91.1,96.0,112.0,85.7,0,0.4,1.1,-0.4,12.0,154.0,13.0,0.0,142.0
José Luis Rodríguez,PAN,FW,Famalicão,Primeira Liga,25,1998,16.6,255.0,387.0,65.9,4094.0,1093.0,140.0,174.0,80.5,74.0,108.0,68.5,28.0,70.0,40.0,5,1.5,2.3,3.5,24.0,12.0,18.0,11.0,31.0
Zé Luís,CPV,"FW,MF",Farense,Primeira Liga,32,1991,6.6,92.0,154.0,59.7,1352.0,337.0,47.0,78.0,60.3,34.0,49.0,69.4,4.0,7.0,57.1,1,0.7,0.5,0.3,8.0,8.0,1.0,0.0,14.0
Luismi,EQG,FW,Moreirense,Primeira Liga,22,2001,10.4,123.0,177.0,69.5,1470.0,478.0,73.0,93.0,78.5,32.0,44.0,72.7,3.0,6.0,50.0,0,1.4,1.0,-1.4,8.0,12.0,2.0,0.0,20.0
Wallisson Luiz,BRA,"MF,FW",Moreirense,Primeira Liga,25,1997,2.2,50.0,70.0,71.4,953.0,338.0,17.0,23.0,73.9,26.0,33.0,78.8,7.0,10.0,70.0,0,0.0,0.0,0.0,1.0,4.0,1.0,1.0,8.0
Rodrigo Macedo,POR,"FW,MF",Moreirense,Primeira Liga,20,2003,0.7,14.0,14.0,100.0,249.0,41.0,6.0,6.0,100.0,7.0,7.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0
Tiago Machado,POR,"MF,FW",Boavista,Primeira Liga,19,2004,0.2,5.0,6.0,83.3,70.0,0.0,2.0,2.0,100.0,3.0,3.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Madson,BRA,"FW,MF",Moreirense,Primeira Liga,23,1999,14.9,252.0,380.0,66.3,3463.0,776.0,154.0,199.0,77.4,75.0,114.0,65.8,10.0,26.0,38.5,1,1.4,1.3,-0.4,18.0,11.0,11.0,4.0,23.0
Miguel Magalhães,POR,"DF,MF",Vitória,Primeira Liga,20,2002,9.9,272.0,384.0,70.8,4473.0,2229.0,135.0,164.0,82.3,111.0,163.0,68.1,20.0,36.0,55.6,0,0.4,0.6,-0.4,6.0,18.0,7.0,3.0,36.0
Magrão,BRA,GK,Rio Ave,Primeira Liga,23,2000,7.0,172.0,223.0,77.1,4307.0,2941.0,35.0,35.0,100.0,85.0,87.0,97.7,49.0,96.0,51.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
Gaius Makouta,CGO,MF,Boavista,Primeira Liga,26,1997,25.9,849.0,1060.0,80.1,13096.0,3138.0,469.0,545.0,86.1,298.0,360.0,82.8,54.0,91.0,59.3,2,1.1,1.2,0.9,14.0,80.0,16.0,2.0,102.0
Pedro Malheiro,POR,"DF,MF",Boavista,Primeira Liga,22,2001,21.9,864.0,1136.0,76.1,14343.0,4830.0,440.0,489.0,90.0,331.0,410.0,80.7,72.0,178.0,40.4,2,2.7,1.7,-0.7,17.0,57.0,19.0,11.0,66.0
Eliaquim Mangala,FRA,DF,Estoril,Primeira Liga,32,1991,11.6,531.0,602.0,88.2,10105.0,3605.0,169.0,175.0,96.6,322.0,349.0,92.3,37.0,61.0,60.7,0,0.1,0.0,-0.1,1.0,24.0,0.0,0.0,26.0
Ricardo Mangas,POR,"MF,DF",Vitória,Primeira Liga,25,1998,21.2,562.0,799.0,70.3,8801.0,3591.0,319.0,396.0,80.6,183.0,262.0,69.8,46.0,89.0,51.7,3,3.1,2.2,-0.1,12.0,40.0,12.0,4.0,56.0
Mansur,BRA,DF,Estrela,Primeira Liga,30,1993,15.6,736.0,909.0,81.0,14259.0,5955.0,284.0,334.0,85.0,355.0,393.0,90.3,91.0,153.0,59.5,1,1.2,1.0,-0.2,5.0,51.0,9.0,5.0,58.0
Manuel Manu,POR,"DF,MF",Vitória,Primeira Liga,22,2001,19.7,739.0,911.0,81.1,14965.0,6711.0,239.0,274.0,87.2,411.0,471.0,87.3,84.0,144.0,58.3,0,0.5,0.3,-0.5,5.0,58.0,2.0,1.0,70.0
Zé Manuel,POR,"FW,MF",Rio Ave,Primeira Liga,32,1990,6.6,115.0,161.0,71.4,1535.0,407.0,67.0,81.0,82.7,32.0,51.0,62.7,6.0,10.0,60.0,0,0.6,0.4,-0.6,8.0,10.0,2.0,1.0,17.0
Maracás,BRA,DF,Moreirense,Primeira Liga,29,1994,28.5,1292.0,1519.0,85.1,26331.0,8891.0,349.0,387.0,90.2,795.0,843.0,94.3,141.0,258.0,54.7,0,0.1,0.1,-0.1,2.0,42.0,1.0,0.0,53.0
Iván Marcano,ESP,DF,Porto,Primeira Liga,36,1987,4.1,286.0,319.0,89.7,6147.0,2136.0,77.0,83.0,92.8,161.0,169.0,95.3,48.0,59.0,81.4,0,0.1,0.3,-0.1,2.0,35.0,4.0,1.0,45.0
Adrián Marín,ESP,DF,Braga,Primeira Liga,26,1997,3.6,170.0,225.0,75.6,2721.0,1299.0,93.0,109.0,85.3,64.0,77.0,83.1,9.0,26.0,34.6,0,0.3,0.2,-0.3,3.0,23.0,3.0,0.0,21.0
João Mário,POR,"FW,MF",Benfica,Primeira Liga,30,1993,26.9,1452.0,1669.0,87.0,20889.0,5722.0,865.0,930.0,93.0,475.0,534.0,89.0,64.0,113.0,56.6,1,2.5,3.9,-1.5,36.0,144.0,34.0,3.0,192.0
João Mário Lopes,POR,DF,Porto,Primeira Liga,23,2000,22.9,1072.0,1303.0,82.3,17187.0,5091.0,553.0,616.0,89.8,442.0,527.0,83.9,62.0,102.0,60.8,1,2.6,3.3,-1.6,24.0,82.0,36.0,15.0,129.0
Marlon,BRA,"FW,MF",Gil Vicente FC,Primeira Liga,25,1997,4.8,101.0,148.0,68.2,1523.0,468.0,60.0,73.0,82.2,28.0,44.0,63.6,9.0,18.0,50.0,0,0.4,0.5,-0.4,3.0,13.0,5.0,1.0,15.0
Uladzislaŭ Marozaŭ,BLR,"FW,MF",Arouca,Primeira Liga,22,2000,1.6,7.0,11.0,63.6,82.0,9.0,4.0,6.0,66.7,2.0,3.0,66.7,0.0,0.0,0.0,0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0
Alejandro Marqués,VEN,FW,Estoril,Primeira Liga,22,2000,15.1,144.0,184.0,78.3,1975.0,289.0,77.0,89.0,86.5,49.0,62.0,79.0,4.0,7.0,57.1,1,0.7,0.2,0.3,9.0,9.0,4.0,0.0,16.0
Gustavo Marques,BRA,DF,Benfica,Primeira Liga,21,2001,0.0,3.0,3.0,100.0,50.0,44.0,1.0,1.0,100.0,2.0,2.0,100.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Igor Marques,BRA,"DF,MF",Portimonense,Primeira Liga,24,1999,16.5,575.0,788.0,73.0,9269.0,3735.0,275.0,320.0,85.9,234.0,299.0,78.3,44.0,101.0,43.6,1,1.5,1.3,-0.5,15.0,42.0,13.0,10.0,57.0
João Marques,POR,"MF,FW",Estoril,Primeira Liga,21,2002,21.9,454.0,608.0,74.7,8154.0,2171.0,204.0,251.0,81.3,168.0,208.0,80.8,61.0,90.0,67.8,5,2.5,3.1,2.5,28.0,42.0,23.0,5.0,73.0
Toni Martínez,ESP,FW,Porto,Primeira Liga,26,1997,5.8,65.0,103.0,63.1,757.0,131.0,44.0,66.0,66.7,16.0,23.0,69.6,0.0,2.0,0.0,0,0.6,0.4,-0.6,5.0,4.0,2.0,0.0,5.0
Rafael Martins,BRA,MF,Casa Pia,Primeira Liga,34,1989,0.3,10.0,12.0,83.3,155.0,17.0,5.0,5.0,100.0,4.0,4.0,100.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Martins,POR,"DF,FW",Estoril,Primeira Liga,24,1998,0.1,2.0,3.0,66.7,18.0,5.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Martins,POR,FW,Portimonense,Primeira Liga,24,1998,2.6,48.0,73.0,65.8,750.0,201.0,26.0,31.0,83.9,15.0,21.0,71.4,5.0,9.0,55.6,0,0.2,0.1,-0.2,3.0,5.0,2.0,1.0,7.0
Matheus,BRA,GK,Braga,Primeira Liga,31,1992,34.0,967.0,1238.0,78.1,25055.0,18468.0,192.0,193.0,99.5,500.0,507.0,98.6,273.0,534.0,51.1,0,0.0,0.0,0.0,0.0,18.0,0.0,0.0,3.0
Marco Matias,POR,"FW,MF",Farense,Primeira Liga,34,1989,25.5,402.0,577.0,69.7,7224.0,2391.0,204.0,239.0,85.4,123.0,165.0,74.5,65.0,132.0,49.2,5,3.2,2.4,1.8,32.0,40.0,19.0,12.0,54.0
Nuno Matos,POR,DF,Braga,Primeira Liga,18,2004,0.1,3.0,9.0,33.3,44.0,36.0,2.0,4.0,50.0,1.0,4.0,25.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Maurício,BRA,MF,Portimonense,Primeira Liga,34,1988,5.0,169.0,204.0,82.8,2623.0,642.0,89.0,101.0,88.1,64.0,73.0,87.7,8.0,14.0,57.1,0,0.0,0.1,0.0,2.0,13.0,1.0,0.0,16.0
Rodrigo Melro,POR,DF,Chaves,Primeira Liga,19,2004,0.0,1.0,2.0,50.0,10.0,3.0,1.0,1.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
João Mendes,POR,"FW,MF",Vitória,Primeira Liga,28,1994,16.0,424.0,590.0,71.9,6768.0,2060.0,219.0,264.0,83.0,138.0,186.0,74.2,41.0,83.0,49.4,3,3.4,3.2,-0.4,36.0,45.0,36.0,6.0,82.0
Joe Mendes,SWE,DF,Braga,Primeira Liga,20,2002,9.9,440.0,558.0,78.9,7252.0,2217.0,236.0,260.0,90.8,146.0,189.0,77.2,45.0,84.0,53.6,2,2.4,1.1,-0.4,9.0,28.0,14.0,11.0,35.0
Pedro Mendes,POR,DF,Estrela,Primeira Liga,32,1990,9.0,250.0,296.0,84.5,5034.0,1614.0,77.0,82.0,93.9,133.0,147.0,90.5,35.0,60.0,58.3,0,0.0,0.0,0.0,1.0,9.0,1.0,0.0,13.0
Alexis Méndez,USA,"MF,FW",Vizela,Primeira Liga,22,2000,4.1,162.0,207.0,78.3,2507.0,784.0,88.0,97.0,90.7,56.0,67.0,83.6,12.0,30.0,40.0,1,1.0,0.8,0.0,10.0,25.0,6.0,1.0,28.0
Miguel Menino,POR,MF,Sporting CP,Primeira Liga,20,2003,0.0,3.0,3.0,100.0,28.0,3.0,3.0,3.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Benji Michel,USA,"FW,MF",Arouca,Primeira Liga,25,1997,0.5,11.0,17.0,64.7,149.0,34.0,9.0,12.0,75.0,1.0,3.0,33.3,1.0,1.0,100.0,0,0.1,0.0,-0.1,1.0,3.0,0.0,0.0,3.0
João Miguel,POR,DF,Porto,Primeira Liga,23,2000,3.2,184.0,228.0,80.7,3098.0,861.0,100.0,107.0,93.5,68.0,85.0,80.0,15.0,27.0,55.6,1,0.5,0.3,0.5,1.0,16.0,4.0,1.0,21.0
Enea Mihaj,ALB,DF,Famalicão,Primeira Liga,25,1998,17.3,842.0,957.0,88.0,17556.0,6522.0,258.0,272.0,94.9,451.0,479.0,94.2,127.0,189.0,67.2,0,0.1,0.5,-0.1,3.0,44.0,3.0,1.0,39.0
Mika,POR,GK,Moreirense,Primeira Liga,32,1991,0.2,9.0,13.0,69.2,329.0,284.0,0.0,0.0,0.0,3.0,3.0,100.0,6.0,9.0,66.7,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bogdan Milovanov,UKR,DF,Arouca,Primeira Liga,25,1998,13.4,485.0,680.0,71.3,8628.0,3028.0,219.0,261.0,83.9,221.0,282.0,78.4,40.0,107.0,37.4,0,0.4,0.7,-0.4,5.0,36.0,6.0,6.0,42.0
Vinicius Mingotti,BRA,FW,Moreirense,Primeira Liga,23,2000,5.4,44.0,70.0,62.9,576.0,107.0,28.0,39.0,71.8,13.0,23.0,56.5,1.0,1.0,100.0,0,0.7,0.3,-0.7,1.0,6.0,1.0,0.0,4.0
Miro,ANG,"FW,MF",Gil Vicente FC,Primeira Liga,20,2003,1.8,17.0,24.0,70.8,300.0,46.0,7.0,10.0,70.0,8.0,8.0,100.0,2.0,5.0,40.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,3.0
Cezary Miszta,POL,GK,Rio Ave,Primeira Liga,21,2001,1.0,37.0,44.0,84.1,892.0,480.0,4.0,4.0,100.0,26.0,26.0,100.0,7.0,14.0,50.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Monteiro,POR,FW,Gil Vicente FC,Primeira Liga,20,2003,2.5,19.0,33.0,57.6,272.0,20.0,13.0,20.0,65.0,5.0,9.0,55.6,1.0,1.0,100.0,1,0.2,0.0,0.8,3.0,1.0,0.0,0.0,1.0
Francisco Montero,ESP,DF,Arouca,Primeira Liga,24,1999,28.7,1580.0,1880.0,84.0,32331.0,11287.0,452.0,496.0,91.1,892.0,972.0,91.8,218.0,363.0,60.1,1,0.5,0.5,0.5,6.0,93.0,6.0,0.0,107.0
Morato,BRA,DF,Benfica,Primeira Liga,22,2001,16.9,768.0,934.0,82.2,12725.0,4468.0,389.0,427.0,91.1,314.0,374.0,84.0,52.0,85.0,61.2,1,2.0,0.9,-1.0,11.0,49.0,13.0,3.0,65.0
Hélder Morim,POR,"MF,DF",Chaves,Primeira Liga,22,2001,7.3,162.0,225.0,72.0,2790.0,966.0,79.0,100.0,79.0,62.0,75.0,82.7,19.0,36.0,52.8,0,0.6,0.5,-0.6,6.0,15.0,3.0,1.0,23.0
Hidemasa Morita,JPN,MF,Sporting CP,Primeira Liga,28,1995,23.8,1048.0,1218.0,86.0,16752.0,4933.0,570.0,627.0,90.9,370.0,417.0,88.7,74.0,114.0,64.9,4,2.6,3.2,1.4,27.0,121.0,26.0,3.0,147.0
Mosquito,BRA,GK,Arouca,Primeira Liga,27,1996,2.0,89.0,107.0,83.2,2254.0,1403.0,13.0,13.0,100.0,50.0,51.0,98.0,26.0,43.0,60.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Moura,POR,DF,Famalicão,Primeira Liga,23,1999,33.0,1247.0,1701.0,73.3,23423.0,10095.0,549.0,633.0,86.7,494.0,668.0,74.0,184.0,326.0,56.4,4,6.8,5.8,-2.8,76.0,98.0,45.0,36.0,127.0
João Moutinho,POR,MF,Braga,Primeira Liga,36,1986,23.5,1538.0,1785.0,86.2,28583.0,8899.0,610.0,661.0,92.3,703.0,771.0,91.2,188.0,270.0,69.6,1,3.3,3.3,-2.3,41.0,198.0,26.0,3.0,216.0
Rafa Mújica,ESP,FW,Arouca,Primeira Liga,24,1998,28.1,316.0,400.0,79.0,4036.0,517.0,216.0,250.0,86.4,70.0,96.0,72.9,13.0,19.0,68.4,3,2.0,2.0,1.0,25.0,14.0,7.0,0.0,21.0
Petar Musa,CRO,FW,Benfica,Primeira Liga,25,1998,5.8,89.0,121.0,73.6,1104.0,294.0,66.0,78.0,84.6,14.0,24.0,58.3,4.0,10.0,40.0,2,1.2,0.5,0.8,5.0,2.0,4.0,0.0,11.0
Zach Muscat,MLT,DF,Farense,Primeira Liga,29,1993,18.7,675.0,797.0,84.7,15518.0,5099.0,119.0,131.0,90.8,430.0,470.0,91.5,124.0,186.0,66.7,0,0.1,0.1,-0.1,1.0,34.0,0.0,0.0,25.0
Almoatasem Al Musrati,LBY,MF,Braga,Primeira Liga,27,1996,8.9,541.0,638.0,84.8,11382.0,3355.0,184.0,210.0,87.6,248.0,275.0,90.2,101.0,136.0,74.3,0,0.3,1.1,-0.3,5.0,79.0,6.0,1.0,77.0
Steve Mvoué,CMR,MF,Portimonense,Primeira Liga,21,2002,0.8,12.0,21.0,57.1,203.0,72.0,6.0,7.0,85.7,5.0,8.0,62.5,1.0,5.0,20.0,0,0.2,0.0,-0.2,2.0,3.0,0.0,0.0,2.0
Kosuke Nakamura,JPN,GK,Portimonense,Primeira Liga,28,1995,20.0,383.0,570.0,67.2,11507.0,8762.0,58.0,58.0,100.0,192.0,196.0,98.0,131.0,311.0,42.1,0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0
Nuno Namora,POR,"DF,MF",Rio Ave,Primeira Liga,25,1998,0.3,27.0,36.0,75.0,465.0,230.0,8.0,10.0,80.0,19.0,22.0,86.4,0.0,2.0,0.0,0,0.0,0.0,0.0,0.0,9.0,0.0,0.0,8.0
Davis Nascimento,BRA,MF,Portimonense,Primeira Liga,20,2002,0.0,1.0,3.0,33.3,6.0,0.0,1.0,2.0,50.0,0.0,0.0,0.0,0.0,1.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Diogo Nascimento,POR,MF,Vizela,Primeira Liga,20,2002,24.0,1157.0,1316.0,87.9,18960.0,4638.0,594.0,644.0,92.2,412.0,453.0,90.9,104.0,138.0,75.4,1,0.8,1.3,0.2,22.0,118.0,20.0,5.0,144.0
Rodrigo Nascimento,BRA,GK,Chaves,Primeira Liga,27,1996,7.0,144.0,210.0,68.6,4655.0,3759.0,19.0,20.0,95.0,62.0,62.0,100.0,63.0,128.0,49.2,0,0.0,0.0,0.0,1.0,5.0,0.0,0.0,0.0
Nathan,BRA,DF,Famalicão,Primeira Liga,21,2001,20.5,642.0,844.0,76.1,11310.0,3959.0,296.0,335.0,88.4,273.0,334.0,81.7,56.0,106.0,52.8,0,0.9,0.8,-0.9,12.0,31.0,10.0,4.0,47.0
Fran Navarro,ESP,"FW,MF",Porto,Primeira Liga,25,1998,1.9,19.0,24.0,79.2,291.0,90.0,7.0,9.0,77.8,8.0,9.0,88.9,2.0,3.0,66.7,0,0.2,0.3,-0.2,2.0,3.0,2.0,2.0,3.0
Mor Ndiaye,SEN,MF,Estoril,Primeira Liga,22,2000,2.8,96.0,118.0,81.4,1688.0,378.0,41.0,49.0,83.7,49.0,55.0,89.1,5.0,12.0,41.7,0,0.0,0.2,0.0,0.0,5.0,0.0,0.0,6.0
Alioune Ndour,SEN,"FW,MF",Estrela,Primeira Liga,22,2001,1.9,35.0,55.0,63.6,526.0,74.0,20.0,33.0,60.6,12.0,15.0,80.0,2.0,5.0,40.0,1,0.6,0.3,0.4,2.0,2.0,1.0,0.0,5.0
Cher Ndour,ITA,MF,Braga,Primeira Liga,19,2004,2.3,100.0,115.0,87.0,1615.0,359.0,44.0,52.0,84.6,50.0,53.0,94.3,4.0,6.0,66.7,0,0.1,0.0,-0.1,1.0,6.0,1.0,0.0,11.0
Nelson,ANG,"DF,FW",Vitória,Primeira Liga,25,1998,4.5,127.0,170.0,74.7,1890.0,676.0,69.0,79.0,87.3,51.0,71.0,71.8,1.0,7.0,14.3,0,0.1,0.2,-0.1,2.0,9.0,9.0,1.0,21.0
David Neres,BRA,FW,Benfica,Primeira Liga,26,1997,12.6,507.0,643.0,78.8,7098.0,1286.0,325.0,364.0,89.3,145.0,180.0,80.6,22.0,49.0,44.9,7,5.1,5.2,1.9,31.0,35.0,17.0,7.0,50.0
Neto,BRA,MF,Casa Pia,Primeira Liga,31,1991,25.0,960.0,1157.0,83.0,17319.0,5858.0,423.0,478.0,88.5,396.0,440.0,90.0,110.0,176.0,62.5,1,1.2,1.0,-0.2,18.0,139.0,9.0,1.0,122.0
Luís Neto,POR,DF,Sporting CP,Primeira Liga,35,1988,1.5,101.0,107.0,94.4,2068.0,694.0,35.0,36.0,97.2,46.0,48.0,95.8,16.0,17.0,94.1,0,0.0,0.1,0.0,0.0,25.0,2.0,0.0,13.0
João Neves,POR,MF,Benfica,Primeira Liga,18,2004,25.7,1838.0,2076.0,88.5,31065.0,8622.0,930.0,1003.0,92.7,676.0,742.0,91.1,186.0,245.0,75.9,1,2.3,3.3,-1.3,25.0,177.0,23.0,7.0,171.0
Sikou Niakaté,MLI,DF,Braga,Primeira Liga,24,1999,16.5,804.0,966.0,83.2,15468.0,6352.0,263.0,291.0,90.4,452.0,478.0,94.6,76.0,167.0,45.5,0,0.3,1.1,-0.3,5.0,42.0,0.0,0.0,44.0
Miguel Nóbrega,POR,DF,Rio Ave,Primeira Liga,23,2000,18.0,824.0,1021.0,80.7,16092.0,5708.0,274.0,314.0,87.3,443.0,493.0,89.9,100.0,187.0,53.5,0,0.7,0.8,-0.7,4.0,64.0,9.0,6.0,67.0
Gonçalo Nogueira,POR,MF,Vitória,Primeira Liga,19,2003,0.1,1.0,1.0,100.0,37.0,26.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,100.0,0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0
Ygor Nogueira,BRA,DF,Chaves,Primeira Liga,28,1995,18.4,641.0,770.0,83.2,12029.0,4948.0,238.0,266.0,89.5,319.0,364.0,87.6,72.0,118.0,61.0,0,0.5,0.1,-0.5,1.0,36.0,0.0,0.0,36.0
Nonoca,BRA,MF,Portimonense,Primeira Liga,25,1998,21.3,570.0,667.0,85.5,9669.0,2358.0,244.0,273.0,89.4,274.0,303.0,90.4,36.0,56.0,64.3,1,1.2,1.0,-0.2,10.0,28.0,2.0,2.0,35.0
João Nunes,POR,DF,Casa Pia,Primeira Liga,27,1995,14.7,617.0,744.0,82.9,11509.0,4187.0,230.0,251.0,91.6,322.0,357.0,90.2,59.0,119.0,49.6,0,0.3,0.8,-0.3,5.0,45.0,2.0,2.0,44.0
Kelechi Nwakali,NGA,MF,Chaves,Primeira Liga,25,1998,23.0,944.0,1188.0,79.5,20372.0,5789.0,318.0,348.0,91.4,408.0,464.0,87.9,200.0,331.0,60.4,4,4.3,3.5,-0.3,49.0,135.0,12.0,2.0,151.0
Régis N’Do,BFA,"FW,MF",Estrela,Primeira Liga,22,2001,11.0,252.0,363.0,69.4,4074.0,876.0,124.0,165.0,75.2,98.0,131.0,74.8,17.0,34.0,50.0,1,1.1,1.9,-0.1,15.0,20.0,13.0,4.0,38.0
Tashan Oakley-Boothe,ENG,"MF,DF",Estrela,Primeira Liga,23,2000,0.6,27.0,31.0,87.1,412.0,88.0,12.0,15.0,80.0,13.0,13.0,100.0,1.0,2.0,50.0,0,0.1,0.1,-0.1,2.0,0.0,2.0,0.0,3.0
Lawrence Ofori,GHA,MF,Moreirense,Primeira Liga,25,1998,27.3,1227.0,1360.0,90.2,21688.0,6287.0,546.0,572.0,95.5,541.0,581.0,93.1,120.0,167.0,71.9,1,1.2,1.1,-0.2,17.0,125.0,14.0,3.0,153.0
Hugo Oliveira,POR,"DF,MF",Vizela,Primeira Liga,21,2002,5.5,205.0,274.0,74.8,3414.0,1018.0,106.0,119.0,89.1,74.0,96.0,77.1,22.0,39.0,56.4,3,0.9,0.9,2.1,8.0,11.0,6.0,5.0,15.0
Mattheus Oliveira,BRA,MF,Farense,Primeira Liga,29,1994,24.8,789.0,1025.0,77.0,15020.0,4637.0,299.0,340.0,87.9,365.0,436.0,83.7,107.0,195.0,54.9,1,5.0,2.7,-4.0,35.0,77.0,19.0,8.0,115.0
Nélson Oliveira,POR,FW,Vitória,Primeira Liga,31,1991,6.7,112.0,145.0,77.2,1545.0,295.0,64.0,73.0,87.7,31.0,42.0,73.8,8.0,10.0,80.0,2,0.7,0.3,1.3,7.0,5.0,4.0,0.0,17.0
Paulo Oliveira,POR,DF,Braga,Primeira Liga,31,1992,18.6,976.0,1148.0,85.0,20089.0,7421.0,265.0,287.0,92.3,582.0,628.0,92.7,121.0,212.0,57.1,2,0.3,0.7,1.7,4.0,59.0,2.0,0.0,55.0
