player,nationality,position,team,comp_level,age,birth_year,minutes_90s,cards_yellow,cards_red,cards_yellow_red,fouls,fouled,offsides,crosses,interceptions,tackles_won,pens_won,pens_conceded,own_goals,ball_recoveries,aerials_won,aerials_lost,aerials_won_pct
Sergi Rosanas,ESP,DF,Sparta R'dam,Eredivisie,22,2001,0.1,0,0,0,0,0,0,0,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Rayvien Rosario,CUW,"FW,DF",Sparta R'dam,Eredivisie,19,2004,0.5,0,0,0,1,2,1,0,0,3,0.0,0.0,0,4.0,1.0,3.0,25.0
Loreintz Rosier,FRA,MF,Fortuna Sittard,Eredivisie,24,1998,19.0,4,0,0,35,13,0,8,41,31,0.0,0.0,0,136.0,56.0,23.0,70.9
Mathias Ross,DEN,DF,NEC Nijmegen,Eredivisie,22,2001,11.6,3,0,0,9,10,0,0,11,8,0.0,0.0,0,27.0,39.0,18.0,68.4
Nils Rossen,NED,"MF,FW",NEC Nijmegen,Eredivisie,17,2005,0.3,0,0,0,1,0,0,0,0,0,0.0,0.0,0,4.0,0.0,1.0,0.0
Daan Rots,NED,FW,Twente,Eredivisie,22,2001,28.6,3,0,0,23,33,4,76,17,38,0.0,0.0,0,142.0,40.0,71.0,36.0
Mats Rots,NED,DF,Twente,Eredivisie,17,2006,0.8,0,0,0,0,1,0,1,2,0,0.0,0.0,0,4.0,0.0,0.0,0.0
Manu Royo,ESP,DF,Almere City,Eredivisie,29,1994,7.4,2,0,0,17,3,1,60,4,9,0.0,0.0,0,39.0,4.0,5.0,44.4
Gerónimo Rulli,ARG,GK,Ajax,Eredivisie,31,1992,6.3,0,0,0,0,2,0,0,0,0,0.0,0.0,0,8.0,4.0,0.0,100.0
Mathew Ryan,AUS,GK,AZ Alkmaar,Eredivisie,31,1992,29.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0,38.0,7.0,2.0,77.8
Pim Saathof,NED,DF,Go Ahead Eag,Eredivisie,19,2003,0.6,0,0,0,1,0,0,2,0,5,0.0,0.0,0,7.0,1.0,1.0,50.0
Michal Sadílek,CZE,MF,Twente,Eredivisie,24,1999,30.0,7,1,1,32,26,4,100,28,21,0.0,2.0,0,165.0,50.0,51.0,49.5
Ibrahim Sadiq,GHA,"FW,MF",AZ Alkmaar,Eredivisie,23,2000,7.3,3,0,0,12,12,3,13,4,12,0.0,0.0,0,35.0,8.0,16.0,33.3
Modibo Sagnan,MLI,DF,Utrecht,Eredivisie,24,1999,9.7,1,0,0,8,2,0,1,8,13,0.0,1.0,0,57.0,24.0,15.0,61.5
Samuel Şahin-Radlinger,AUT,GK,Almere City,Eredivisie,30,1992,5.2,0,0,0,0,0,0,0,0,0,0.0,0.0,0,7.0,1.0,0.0,100.0
Osame Sahraoui,NOR,FW,Heerenveen,Eredivisie,22,2001,27.4,0,0,0,6,66,2,68,10,12,2.0,0.0,0,100.0,7.0,13.0,35.0
Ismael Saibari,MAR,MF,PSV Eindhoven,Eredivisie,22,2001,11.3,1,0,0,17,13,3,5,10,20,0.0,0.0,0,81.0,7.0,7.0,50.0
Koki Saito,JPN,FW,Sparta R'dam,Eredivisie,21,2001,18.4,0,0,0,13,34,6,67,5,11,0.0,0.0,0,77.0,10.0,18.0,35.7
Anass Salah-Eddine,NED,DF,Ajax,Eredivisie,21,2002,2.1,0,0,0,5,2,0,9,1,3,0.0,0.0,0,14.0,1.0,1.0,50.0
Anass Salah-Eddine,NED,"DF,MF",Twente,Eredivisie,21,2002,1.4,0,0,0,2,3,0,5,1,6,0.0,1.0,0,10.0,0.0,3.0,0.0
Shurandy Sambo,NED,DF,PSV Eindhoven,Eredivisie,21,2001,2.1,0,0,0,2,2,0,6,5,3,0.0,0.0,0,13.0,3.0,2.0,60.0
Alfons Sampsted,ISL,DF,Twente,Eredivisie,25,1998,17.1,1,0,0,15,19,0,36,30,20,0.0,0.0,0,119.0,14.0,16.0,46.7
Philippe Sandler,NED,DF,NEC Nijmegen,Eredivisie,26,1997,20.8,3,0,0,19,10,0,2,17,14,0.0,1.0,0,92.0,46.0,22.0,67.6
Cisse Sandra,BEL,MF,Excelsior,Eredivisie,19,2003,18.6,2,0,0,14,7,1,14,15,17,0.0,0.0,0,77.0,14.0,22.0,38.9
Ibrahim Sangaré,CIV,MF,PSV Eindhoven,Eredivisie,25,1997,2.0,0,0,0,1,3,0,0,2,0,0.0,0.0,0,21.0,1.0,3.0,25.0
Mohamed Sankoh,NED,FW,Heracles Almelo,Eredivisie,19,2003,12.1,2,0,0,12,5,15,1,1,4,0.0,0.0,0,23.0,27.0,44.0,38.0
Kodai Sano,JPN,"FW,MF",NEC Nijmegen,Eredivisie,19,2003,17.7,3,0,0,19,35,2,24,20,17,1.0,0.0,0,101.0,17.0,23.0,42.5
Antonio Satriano,ITA,FW,Heracles Almelo,Eredivisie,19,2003,1.8,0,0,0,0,3,1,0,0,1,0.0,0.0,0,7.0,4.0,6.0,40.0
Leo Sauer,SVK,"FW,MF",Feyenoord,Eredivisie,17,2005,3.2,1,0,0,5,6,0,20,1,1,1.0,0.0,0,18.0,2.0,5.0,28.6
Jasper Schendelaar,NED,GK,Zwolle,Eredivisie,22,2000,32.0,0,0,0,1,6,0,0,3,1,0.0,1.0,1,38.0,15.0,1.0,93.8
Sem Scheperman,NED,"MF,DF",Heracles Almelo,Eredivisie,21,2002,7.8,4,0,0,13,4,2,3,8,14,0.0,0.0,0,34.0,25.0,17.0,59.5
Lasse Schöne,DEN,MF,NEC Nijmegen,Eredivisie,37,1986,13.8,2,0,0,18,9,0,70,13,7,0.0,0.0,0,98.0,14.0,16.0,46.7
Jerdy Schouten,NED,"MF,DF",PSV Eindhoven,Eredivisie,26,1997,26.9,3,0,0,24,15,1,4,43,32,0.0,0.0,0,211.0,50.0,29.0,63.3
Daniel Schwaab,GER,DF,Heracles Almelo,Eredivisie,34,1988,6.2,2,0,0,16,3,0,19,5,13,0.0,0.0,0,0.0,0.0,0.0,0.0
Vivaldo Semedo,POR,FW,Volendam,Eredivisie,18,2005,7.0,1,0,0,14,4,4,2,0,1,0.0,0.0,0,17.0,21.0,25.0,45.7
Nicolás Serrano,ESP,"FW,MF",Zwolle,Eredivisie,20,2003,1.6,1,0,0,4,5,0,14,0,5,0.0,0.0,0,18.0,0.0,1.0,0.0
Mats Seuntjens,NED,"FW,MF",Utrecht,Eredivisie,31,1992,10.6,2,0,0,18,9,3,50,5,5,0.0,1.0,0,31.0,9.0,15.0,37.5
Mats Seuntjens,NED,"FW,MF",RKC Waalwijk,Eredivisie,31,1992,9.0,2,0,0,12,7,1,36,0,4,0.0,0.0,0,33.0,7.0,5.0,58.3
José Pascual Alba Seva,ESP,FW,Almere City,Eredivisie,23,2000,1.5,0,0,0,1,2,0,6,1,1,0.0,0.0,0,8.0,1.0,5.0,16.7
Serano Seymor,NED,DF,Excelsior,Eredivisie,21,2002,4.1,1,0,0,1,1,0,0,5,3,0.0,0.0,0,18.0,4.0,3.0,57.1
Kaj Sierhuis,NED,FW,Fortuna Sittard,Eredivisie,25,1998,24.2,4,0,0,28,32,9,14,0,5,1.0,0.0,0,50.0,87.0,115.0,43.1
Dimitris Siovas,GRE,DF,Fortuna Sittard,Eredivisie,34,1988,25.6,6,0,0,19,9,1,3,49,17,0.0,0.0,1,125.0,110.0,47.0,70.1
Gijs Smal,NED,DF,Twente,Eredivisie,25,1997,22.8,3,0,0,11,17,2,104,16,19,0.0,0.0,0,128.0,25.0,21.0,54.3
Ian Smeulers,NED,DF,Excelsior,Eredivisie,23,2000,2.0,1,0,0,2,0,0,3,7,5,0.0,0.0,0,8.0,1.0,1.0,50.0
Kees Smit,NED,MF,AZ Alkmaar,Eredivisie,17,2006,0.2,0,0,0,0,0,0,0,1,2,0.0,0.0,0,0.0,0.0,1.0,0.0
Sven Sonnenberg,GER,DF,Heracles Almelo,Eredivisie,24,1999,18.4,3,0,0,13,7,1,1,23,11,0.0,1.0,0,70.0,39.0,13.0,75.0
Borna Sosa,CRO,DF,Ajax,Eredivisie,25,1998,9.4,1,0,0,4,4,0,57,16,14,0.0,0.0,0,45.0,9.0,7.0,56.3
Sylla Sow,NED,FW,Go Ahead Eag,Eredivisie,26,1996,7.0,1,0,0,6,5,8,2,1,7,0.0,0.0,0,19.0,6.0,22.0,21.4
Sylla Sow,NED,FW,NEC Nijmegen,Eredivisie,26,1996,5.4,1,0,0,11,10,5,4,1,2,1.0,0.0,0,13.0,7.0,22.0,24.1
Mark Spenkelink,NED,GK,RKC Waalwijk,Eredivisie,26,1997,1.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,2.0,0.0,0.0,0.0
Finn Stam,NED,DF,AZ Alkmaar,Eredivisie,20,2003,0.4,0,0,0,3,0,0,0,0,0,0.0,0.0,0,2.0,0.0,1.0,0.0
Sem Steijn,NED,MF,Twente,Eredivisie,21,2001,26.8,1,0,0,22,24,7,44,10,17,0.0,0.0,0,93.0,16.0,37.0,30.2
Calvin Stengs,NED,"MF,FW",Feyenoord,Eredivisie,24,1998,23.3,2,0,0,24,24,11,91,3,17,1.0,0.0,0,103.0,10.0,16.0,38.5
Filip Stevanovic,SRB,"FW,MF",RKC Waalwijk,Eredivisie,20,2002,6.9,1,0,0,2,4,1,44,3,9,0.0,0.0,0,31.0,3.0,8.0,27.3
Finn Stokkers,NED,FW,Go Ahead Eag,Eredivisie,27,1996,4.2,0,0,0,7,4,7,2,2,3,0.0,0.0,0,9.0,18.0,28.0,39.1
Yukinari Sugawara,JPN,DF,AZ Alkmaar,Eredivisie,23,2000,28.4,1,0,0,15,13,2,178,18,25,0.0,0.0,0,147.0,9.0,13.0,40.9
Josip Šutalo,CRO,DF,Ajax,Eredivisie,23,2000,22.0,2,0,0,15,15,0,3,40,12,0.0,0.0,0,151.0,57.0,42.0,57.6
Anas Tahiri,BEL,MF,Heerenveen,Eredivisie,28,1995,12.9,2,0,0,5,10,0,14,4,6,0.0,0.0,0,62.0,8.0,14.0,36.4
Benjamin Tahirovic,BIH,MF,Ajax,Eredivisie,20,2003,18.5,5,0,0,28,18,0,2,26,24,0.0,1.0,0,133.0,10.0,11.0,47.6
Ilias Takidine,BEL,"FW,MF",RKC Waalwijk,Eredivisie,22,2001,1.0,0,0,0,1,2,0,6,1,1,0.0,0.0,0,3.0,2.0,3.0,40.0
Elayis Tavsan,NED,FW,NEC Nijmegen,Eredivisie,22,2001,3.8,3,1,1,6,10,2,8,0,3,0.0,0.0,0,15.0,2.0,2.0,50.0
Kenneth Taylor,NED,"MF,DF",Ajax,Eredivisie,21,2002,30.6,3,0,0,29,29,4,39,26,27,0.0,0.0,0,135.0,25.0,24.0,51.0
Søren Tengstedt,DEN,"MF,FW",Go Ahead Eag,Eredivisie,23,2000,4.5,0,0,0,1,3,1,6,1,8,0.0,0.0,0,24.0,3.0,7.0,30.0
Hidde ter Avest,NED,DF,Utrecht,Eredivisie,26,1997,22.9,2,0,0,30,20,4,64,23,24,0.0,0.0,0,94.0,30.0,25.0,54.5
Jordan Teze,NED,DF,PSV Eindhoven,Eredivisie,23,1999,27.6,4,0,0,20,7,2,103,16,31,0.0,0.0,1,173.0,17.0,19.0,47.2
Ryan Thomas,NZL,MF,Zwolle,Eredivisie,28,1994,3.7,1,0,0,5,5,0,1,6,9,0.0,0.0,0,26.0,4.0,5.0,44.4
Lennart Thy,GER,"FW,MF",Zwolle,Eredivisie,31,1992,29.7,2,0,0,10,16,14,18,11,9,0.0,0.0,0,82.0,60.0,64.0,48.4
Mathijs Tielemans,NED,MF,Vitesse,Eredivisie,21,2002,18.6,3,0,0,8,10,0,29,27,21,0.0,0.0,0,104.0,8.0,11.0,42.1
Guus Til,NED,MF,PSV Eindhoven,Eredivisie,25,1997,22.6,0,0,0,16,20,3,35,11,10,1.0,0.0,0,61.0,18.0,20.0,47.4
Malik Tillman,USA,"FW,MF",PSV Eindhoven,Eredivisie,21,2002,17.7,2,0,0,23,47,0,30,15,24,1.0,1.0,0,120.0,13.0,8.0,61.9
Quinten Timber,NED,MF,Feyenoord,Eredivisie,22,2001,29.6,4,0,0,36,58,1,14,13,42,0.0,0.0,0,138.0,15.0,8.0,65.2
Nathan Tjoe-A-On,IDN,"FW,DF",Heerenveen,Eredivisie,21,2001,0.2,0,0,0,1,1,0,0,0,1,0.0,0.0,0,3.0,0.0,1.0,0.0
Jens Toornstra,NED,"MF,FW",Utrecht,Eredivisie,34,1989,19.8,3,0,0,24,7,5,141,14,24,0.0,0.0,0,101.0,6.0,25.0,19.4
Gernot Trauner,AUT,DF,Feyenoord,Eredivisie,31,1992,15.1,1,0,0,5,6,0,0,20,20,0.0,0.0,0,93.0,47.0,9.0,83.9
Calvin Twigt,NED,MF,Volendam,Eredivisie,20,2003,22.7,4,0,0,34,26,1,82,19,24,0.0,0.0,0,121.0,31.0,30.0,50.8
Przemysław Tytoń,POL,GK,Twente,Eredivisie,36,1987,2.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Oscar Uddenäs,SWE,"FW,MF",Excelsior,Eredivisie,20,2002,5.2,1,0,0,6,4,1,6,2,6,0.0,0.0,0,28.0,8.0,13.0,38.1
Jeremy Udenhout,NED,DF,Excelsior,Eredivisie,20,2003,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Ayase Ueda,JPN,"FW,MF",Feyenoord,Eredivisie,24,1998,9.3,0,0,0,7,11,6,5,0,4,1.0,0.0,0,13.0,28.0,20.0,58.3
Manfred Ugalde,CRC,FW,Twente,Eredivisie,21,2002,15.2,3,0,0,23,44,5,15,1,10,0.0,0.0,0,40.0,32.0,53.0,37.6
Jesper Uneken,NED,FW,PSV Eindhoven,Eredivisie,18,2004,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,1.0,0.0
Lars Unnerstall,GER,GK,Twente,Eredivisie,33,1990,32.0,2,0,0,1,1,0,0,0,0,0.0,1.0,0,59.0,5.0,2.0,71.4
Naci Ünüvar,NED,"FW,MF",Twente,Eredivisie,20,2003,5.6,0,0,0,6,2,4,12,2,4,0.0,0.0,0,29.0,2.0,3.0,40.0
Etienne Vaessen,SUR,GK,RKC Waalwijk,Eredivisie,28,1995,29.4,3,1,0,1,9,0,0,0,1,0.0,0.0,0,57.0,11.0,4.0,73.3
Amourrichio Van Axel Dongen,NED,FW,Ajax,Eredivisie,18,2004,0.6,0,0,0,2,1,0,2,1,0,0.0,0.0,0,4.0,0.0,0.0,0.0
Dave Van Den Berg,NED,MF,Zwolle,Eredivisie,23,2000,28.4,7,0,0,40,39,3,34,24,44,0.0,2.0,0,193.0,17.0,24.0,41.5
Dario Van den Buijs,BEL,DF,RKC Waalwijk,Eredivisie,27,1995,28.9,4,0,0,23,7,0,7,25,25,0.0,1.0,1,153.0,86.0,40.0,68.3
Jason Van Duiven,NED,"FW,MF",Almere City,Eredivisie,18,2005,3.2,1,0,0,4,2,1,0,0,1,0.0,0.0,0,15.0,22.0,29.0,43.1
Alec Van Hoorenbeeck,BEL,DF,Twente,Eredivisie,24,1998,5.8,1,0,0,4,2,0,2,4,4,0.0,1.0,0,25.0,16.0,17.0,48.5
Syb Van Ottele,NED,"DF,MF",Heerenveen,Eredivisie,21,2002,15.9,1,0,0,12,7,0,5,22,20,0.0,1.0,0,120.0,32.0,34.0,48.5
Joey Veerman,NED,MF,PSV Eindhoven,Eredivisie,24,1998,26.5,1,0,0,15,11,0,214,20,45,0.0,1.0,0,191.0,31.0,26.0,54.4
Marko Vejinović,NED,MF,Heracles Almelo,Eredivisie,33,1990,7.5,5,0,0,16,4,0,35,10,14,0.0,0.0,0,81.0,14.0,14.0,50.0
Odysseus Velanas,NED,"MF,FW",Zwolle,Eredivisie,25,1998,23.8,5,0,0,19,28,6,70,7,18,0.0,0.0,0,78.0,21.0,45.0,31.8
Apostolos Vellios,GRE,"FW,MF",Zwolle,Eredivisie,31,1992,8.1,4,0,0,20,4,10,2,0,2,0.0,0.0,0,13.0,61.0,66.0,48.0
Tijs Velthuis,NED,DF,Sparta R'dam,Eredivisie,21,2002,19.6,2,0,0,13,4,0,2,6,18,0.0,0.0,0,77.0,47.0,42.0,52.8
Calvin Verdonk,IDN,DF,NEC Nijmegen,Eredivisie,26,1997,31.7,5,0,0,39,18,1,85,39,71,0.0,1.0,0,213.0,31.0,32.0,49.2
Hobie Verhulst,NED,GK,AZ Alkmaar,Eredivisie,30,1993,1.0,0,0,0,1,0,0,0,0,0,0.0,1.0,0,2.0,0.0,0.0,0.0
Michael Verrips,NED,GK,Fortuna Sittard,Eredivisie,26,1996,12.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0,18.0,4.0,0.0,100.0
Arno Verschueren,BEL,MF,Sparta R'dam,Eredivisie,26,1997,26.3,3,1,0,46,21,1,43,18,35,1.0,0.0,1,109.0,37.0,56.0,39.8
Yorbe Vertessen,BEL,FW,PSV Eindhoven,Eredivisie,22,2001,4.9,0,0,0,1,9,0,5,1,4,1.0,0.0,0,22.0,5.0,8.0,38.5
Niklas Vesterlund,DEN,"DF,FW",Utrecht,Eredivisie,24,1999,3.0,1,0,0,3,2,0,6,1,4,1.0,0.0,0,17.0,3.0,3.0,50.0
Nick Viergever,NED,DF,Utrecht,Eredivisie,33,1989,22.8,1,1,0,11,6,0,8,13,15,0.0,0.0,0,79.0,47.0,34.0,58.0
Rémy Vita,MAD,"DF,MF",Fortuna Sittard,Eredivisie,22,2001,6.6,1,0,0,10,11,0,30,11,17,0.0,0.0,0,47.0,5.0,7.0,41.7
Michel Vlap,NED,FW,Twente,Eredivisie,26,1997,21.9,2,0,0,18,23,7,74,16,14,0.0,0.0,0,89.0,15.0,11.0,57.7
Joel Voelkerling Persson,SWE,FW,Vitesse,Eredivisie,20,2003,3.3,1,0,0,13,2,0,1,0,1,0.0,0.0,0,3.0,10.0,9.0,52.6
Siemen Voet,BEL,DF,Fortuna Sittard,Eredivisie,23,2000,10.9,2,0,0,12,3,0,5,19,18,0.0,0.0,0,41.0,28.0,26.0,51.9
Silvano Vos,NED,MF,Ajax,Eredivisie,18,2005,3.9,3,0,0,5,3,0,0,12,5,0.0,0.0,0,18.0,5.0,1.0,83.3
Bart Vriends,NED,DF,Sparta R'dam,Eredivisie,32,1991,24.5,3,0,0,21,13,0,1,30,18,0.0,0.0,0,112.0,88.0,43.0,67.2
Patrick Vroegh,NED,MF,RKC Waalwijk,Eredivisie,23,1999,0.2,0,0,0,0,2,0,0,0,0,0.0,0.0,0,1.0,1.0,0.0,100.0
Patrik Wålemark,SWE,FW,Heerenveen,Eredivisie,21,2001,13.8,2,0,0,16,31,1,36,9,16,2.0,0.0,0,62.0,6.0,15.0,28.6
Django Warmerdam,NED,"DF,FW",Sparta R'dam,Eredivisie,27,1995,9.9,1,0,0,5,8,1,34,12,13,1.0,1.0,0,41.0,8.0,13.0,38.1
Boy Waterman,NED,GK,PSV Eindhoven,Eredivisie,39,1984,0.1,0,0,0,0,0,0,0,0,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Charlie Webster,ENG,"MF,FW",Heerenveen,Eredivisie,19,2004,2.6,0,1,0,6,4,1,14,2,6,0.0,0.0,0,10.0,0.0,3.0,0.0
Lasse Wehmeyer,GER,FW,Heracles Almelo,Eredivisie,20,2002,1.9,0,0,0,1,2,0,6,0,0,0.0,0.0,0,8.0,2.0,1.0,66.7
Daouda Weidmann,CIV,"MF,DF",RKC Waalwijk,Eredivisie,20,2003,0.3,0,0,0,3,1,0,1,1,0,0.0,0.0,0,4.0,1.0,1.0,50.0
Timon Wellenreuther,GER,GK,Feyenoord,Eredivisie,27,1995,17.8,3,0,0,1,0,0,0,0,1,0.0,0.0,0,46.0,0.0,0.0,0.0
Sai van Wermeskerken,JPN,DF,NEC Nijmegen,Eredivisie,29,1994,1.8,1,0,0,1,0,0,2,4,3,0.0,0.0,0,10.0,4.0,3.0,57.1
Casper Widell,SWE,DF,Excelsior,Eredivisie,20,2003,25.8,1,0,0,12,9,1,1,38,11,0.0,0.0,1,99.0,48.0,29.0,62.3
Jannes Wieckhoff,GER,DF,Heracles Almelo,Eredivisie,22,2000,15.1,3,0,0,11,5,0,29,12,26,0.0,0.0,0,85.0,5.0,21.0,19.2
Mats Wieffer,NED,MF,Feyenoord,Eredivisie,23,1999,28.8,2,0,0,55,37,2,14,50,44,0.0,0.0,0,216.0,90.0,56.0,61.6
Owen Wijndal,NED,DF,Ajax,Eredivisie,23,1999,0.5,0,0,0,0,0,0,1,1,1,0.0,0.0,0,6.0,2.0,0.0,100.0
Jetro Willems,NED,DF,Heracles Almelo,Eredivisie,29,1994,11.9,2,0,0,3,17,0,28,10,12,0.0,0.0,0,79.0,7.0,11.0,38.9
Dani de Wit,NED,MF,AZ Alkmaar,Eredivisie,25,1998,27.9,7,1,0,68,29,5,9,16,25,0.0,1.0,0,57.0,103.0,82.0,55.7
Mees de Wit,NED,DF,AZ Alkmaar,Eredivisie,25,1998,4.6,1,0,0,6,0,0,8,3,7,0.0,0.0,0,25.0,1.0,4.0,20.0
Maximilian Wittek,GER,DF,Vitesse,Eredivisie,27,1995,1.0,0,0,0,2,1,0,11,1,1,0.0,0.0,0,5.0,1.0,0.0,100.0
Melle Witteveen,NED,FW,Heerenveen,Eredivisie,20,2003,0.8,0,0,0,2,2,0,1,1,0,0.0,0.0,0,5.0,0.0,0.0,0.0
Ricky van Wolfswinkel,NED,"FW,MF",Twente,Eredivisie,34,1989,21.0,4,0,0,35,30,13,19,9,14,0.0,0.0,0,59.0,51.0,68.0,42.9
Redouan El Yaakoubi,NED,"DF,MF",Excelsior,Eredivisie,27,1996,25.1,2,0,0,20,8,0,13,30,27,0.0,0.0,0,131.0,58.0,36.0,61.7
Mehmet Yuksel,NED,"DF,FW",Sparta R'dam,Eredivisie,21,2001,0.1,0,0,0,0,0,0,3,0,1,0.0,0.0,0,0.0,0.0,0.0,0.0
Arthur Zagre,FRA,DF,Excelsior,Eredivisie,21,2001,25.7,6,1,0,21,25,0,19,43,48,0.0,0.0,0,178.0,17.0,17.0,50.0
Gjivai Zechiël,NED,"DF,MF",Feyenoord,Eredivisie,19,2004,0.3,0,0,0,1,1,0,0,0,0,0.0,0.0,0,1.0,0.0,0.0,0.0
Lequincio Zeefuik,NED,"MF,FW",AZ Alkmaar,Eredivisie,18,2004,0.7,0,0,0,1,1,0,0,0,0,0.0,0.0,0,4.0,5.0,5.0,50.0
Lequincio Zeefuik,NED,"FW,MF",Volendam,Eredivisie,18,2004,8.6,3,0,0,15,10,1,3,1,4,1.0,0.0,0,24.0,33.0,25.0,56.9
Ramiz Zerrouki,ALG,MF,Feyenoord,Eredivisie,25,1998,15.4,3,0,0,26,12,0,17,17,24,0.0,0.0,0,100.0,25.0,24.0,51.0
Giovanni van Zwam,NED,DF,Vitesse,Eredivisie,19,2004,5.5,2,1,1,14,2,0,3,6,12,0.0,0.0,0,31.0,13.0,14.0,48.1
Willum Þór Willumsson,ISL,MF,Go Ahead Eag,Eredivisie,24,1998,29.7,1,1,0,20,36,8,26,12,17,0.0,0.0,0,154.0,51.0,55.0,48.1
Rodrigo Abascal,URU,DF,Boavista,Primeira Liga,29,1994,27.5,8,0,0,35,5,0,41,34,26,0.0,1.0,1,132.0,45.0,17.0,72.6
Antonio Adán,ESP,GK,Sporting CP,Primeira Liga,36,1987,22.0,1,0,0,2,2,0,1,0,0,0.0,2.0,0,18.0,1.0,0.0,100.0
Dennis Adeniran,ENG,MF,Portimonense,Primeira Liga,24,1999,0.1,0,0,0,0,0,0,0,2,0,0.0,0.0,0,0.0,0.0,0.0,0.0
Martin Agirregabiria,ESP,DF,Famalicão,Primeira Liga,27,1996,13.4,4,0,0,17,5,2,55,11,18,0.0,0.0,0,55.0,11.0,12.0,47.8
Salvador Agra,POR,"FW,DF",Boavista,Primeira Liga,31,1991,27.3,7,0,0,42,46,9,174,16,9,1.0,0.0,0,123.0,5.0,18.0,21.7
Matheus Aiás,BRA,"FW,MF",Moreirense,Primeira Liga,26,1996,5.3,0,0,0,7,14,0,3,4,2,0.0,0.0,0,14.0,6.0,15.0,28.6
Alan,BRA,MF,Moreirense,Primeira Liga,23,2000,27.3,5,0,0,66,52,5,125,7,32,0.0,0.0,0,131.0,4.0,29.0,12.1
Rafael Alcobia,POR,DF,Portimonense,Primeira Liga,20,2003,2.3,0,0,0,1,2,0,0,1,3,0.0,0.0,0,9.0,4.0,5.0,44.4
Alemão,BRA,DF,Portimonense,Primeira Liga,20,2002,26.3,7,0,0,35,13,3,0,30,34,1.0,2.0,0,115.0,47.0,32.0,59.5
Ali Alipour,IRN,FW,Gil Vicente FC,Primeira Liga,27,1995,8.9,1,0,0,7,10,11,5,0,4,0.0,0.0,0,17.0,19.0,34.0,35.8
Almeida,BRA,DF,Estrela,Primeira Liga,23,2000,5.4,1,0,0,9,4,0,0,3,5,0.0,0.0,0,24.0,11.0,9.0,55.0
Pedro Álvaro,POR,DF,Estoril,Primeira Liga,23,2000,19.9,6,1,0,28,6,1,2,23,7,0.0,0.0,1,70.0,40.0,40.0,50.0
Pedro Amador,POR,DF,Moreirense,Primeira Liga,24,1998,12.6,0,0,0,8,8,0,54,15,19,0.0,0.0,0,64.0,18.0,30.0,37.5
Artur Jorge Marques Amorim,POR,DF,Farense,Primeira Liga,28,1994,5.5,3,0,0,9,1,0,0,7,4,1.0,1.0,1,22.0,11.0,11.0,50.0
André André,POR,MF,Vitória,Primeira Liga,33,1989,7.3,9,0,0,30,32,0,4,4,4,0.0,0.0,0,52.0,4.0,5.0,44.4
Andrew,BRA,GK,Gil Vicente FC,Primeira Liga,22,2001,32.0,0,0,0,0,6,0,0,0,0,0.0,0.0,1,49.0,9.0,0.0,100.0
Jeremy Antonisse,CUW,FW,Moreirense,Primeira Liga,21,2002,6.1,6,1,1,14,8,2,17,5,8,0.0,0.0,0,39.0,6.0,14.0,30.0
Pedro Aparício,POR,"MF,FW",Moreirense,Primeira Liga,27,1995,3.7,2,0,0,6,3,0,9,1,1,0.0,0.0,0,20.0,2.0,7.0,22.2
Óscar Aranda,ESP,"FW,MF",Famalicão,Primeira Liga,21,2002,8.0,3,0,0,6,44,2,28,1,4,0.0,0.0,0,48.0,4.0,8.0,33.3
Henrique Araújo,POR,FW,Famalicão,Primeira Liga,21,2002,7.6,1,0,0,11,13,4,0,1,1,1.0,0.0,0,23.0,17.0,34.0,33.3
Tiago Araújo,POR,"DF,MF",Estoril,Primeira Liga,22,2001,25.0,4,0,0,13,16,4,106,27,22,0.0,0.0,0,132.0,17.0,23.0,42.5
Tomás Araújo,POR,DF,Benfica,Primeira Liga,21,2002,5.4,0,0,0,8,0,0,2,8,9,0.0,0.0,0,48.0,17.0,7.0,70.8
Gustavo Assuncao,POR,MF,Famalicão,Primeira Liga,23,2000,7.0,5,1,0,17,10,0,9,9,12,0.0,0.0,0,37.0,6.0,7.0,46.2
Otavio Ataide,BRA,DF,Famalicão,Primeira Liga,21,2002,15.4,4,0,0,19,23,1,11,25,21,0.0,0.0,0,87.0,27.0,11.0,71.1
Otavio Ataide,BRA,DF,Porto,Primeira Liga,21,2002,12.0,3,0,0,14,13,0,1,7,6,0.0,0.0,0,55.0,13.0,14.0,48.1
Fredrik Aursnes,NOR,DF,Benfica,Primeira Liga,27,1995,31.0,3,1,1,29,14,5,49,18,43,0.0,1.0,0,163.0,14.0,26.0,35.0
Chidozie Awaziem,NGA,DF,Boavista,Primeira Liga,26,1997,21.7,7,1,1,24,13,1,1,18,18,0.0,1.0,0,123.0,60.0,34.0,63.8
Abdul Awudu,GHA,"FW,MF",Vizela,Primeira Liga,22,2001,2.1,1,0,0,5,2,0,3,0,3,0.0,0.0,0,8.0,3.0,4.0,42.9
