player,nationality,position,team,comp_level,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense
Milan Corryn,BEL,"MF,FW",Almere City,Eredivisie,24,1999,1.8,4.0,2.25,3.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
George Cox,ENG,"DF,MF",Volendam,Eredivisie,25,1998,21.3,33.0,1.55,24.0,6.0,0.0,1.0,2.0,0.0,2.0,0.09,1.0,1.0,0.0,0.0,0.0,0.0
Vito van Crooy,NED,FW,Sparta R'dam,Eredivisie,27,1996,2.9,10.0,3.44,8.0,2.0,0.0,0.0,0.0,0.0,1.0,0.34,1.0,0.0,0.0,0.0,0.0,0.0
Alessio da Cruz,,"FW,MF",Fortuna Sittard,Eredivisie,26,1997,4.5,10.0,2.24,8.0,1.0,0.0,1.0,0.0,0.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0
Lennart-Marten Czyborra,GER,DF,Zwolle,Eredivisie,24,1999,1.7,3.0,1.75,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Tiago Dantas,POR,MF,AZ Alkmaar,Eredivisie,22,2000,7.7,19.0,2.47,14.0,0.0,0.0,5.0,0.0,0.0,4.0,0.52,1.0,0.0,0.0,3.0,0.0,0.0
Brian De Keersmaecker,BEL,MF,Heracles Almelo,Eredivisie,23,2000,32.8,48.0,1.46,37.0,1.0,3.0,1.0,2.0,4.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0
Jeffrey De Lange,NED,GK,Go Ahead Eag,Eredivisie,25,1998,34.0,6.0,0.18,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mats Deijl,NED,DF,Go Ahead Eag,Eredivisie,26,1997,30.9,57.0,1.85,42.0,9.0,0.0,2.0,3.0,1.0,9.0,0.29,6.0,1.0,0.0,1.0,1.0,0.0
Maxim Dekker,NED,DF,AZ Alkmaar,Eredivisie,19,2004,0.9,1.0,1.11,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Caner Demircioglu,NED,FW,Volendam,Eredivisie,21,2002,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thomas van den Belt,NED,MF,Feyenoord,Eredivisie,22,2001,3.0,6.0,1.96,4.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Branco van den Boomen,NED,MF,Ajax,Eredivisie,28,1995,11.9,56.0,4.7,37.0,14.0,0.0,3.0,1.0,1.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0
Mickey van der Hart,NED,GK,Heerenveen,Eredivisie,29,1994,12.0,3.0,0.25,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.08,0.0,1.0,0.0,0.0,0.0,0.0
Mike van der Hoorn,NED,DF,Utrecht,Eredivisie,30,1992,18.5,17.0,0.92,13.0,0.0,0.0,3.0,1.0,0.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
Djevencio van der Kust,SUR,DF,Sparta R'dam,Eredivisie,22,2001,27.8,51.0,1.83,40.0,5.0,1.0,3.0,0.0,2.0,8.0,0.29,7.0,0.0,0.0,1.0,0.0,0.0
Mark van der Maarel,NED,DF,Utrecht,Eredivisie,33,1989,8.3,15.0,1.82,7.0,5.0,0.0,3.0,0.0,0.0,2.0,0.24,0.0,0.0,0.0,2.0,0.0,0.0
Silvester van der Water,NED,"FW,MF",Zwolle,Eredivisie,26,1996,6.4,12.0,1.88,8.0,1.0,1.0,1.0,1.0,0.0,1.0,0.16,0.0,0.0,0.0,0.0,1.0,0.0
Anthony Descotte,BEL,FW,Utrecht,Eredivisie,19,2003,2.3,8.0,3.41,7.0,0.0,0.0,0.0,0.0,1.0,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0
Sergiño Dest,USA,DF,PSV Eindhoven,Eredivisie,22,2000,23.5,85.0,3.61,55.0,1.0,19.0,5.0,5.0,0.0,10.0,0.43,8.0,0.0,1.0,0.0,1.0,0.0
Mitchell Dijks,NED,DF,Fortuna Sittard,Eredivisie,30,1993,26.0,57.0,2.19,43.0,11.0,2.0,0.0,0.0,1.0,5.0,0.19,4.0,1.0,0.0,0.0,0.0,0.0
Javairô Dilrosun,NED,"FW,MF",Feyenoord,Eredivisie,25,1998,3.5,19.0,5.43,15.0,1.0,1.0,0.0,2.0,0.0,2.0,0.57,2.0,0.0,0.0,0.0,0.0,0.0
Toni Domgjoni,KVX,MF,Vitesse,Eredivisie,24,1998,7.5,10.0,1.34,9.0,0.0,1.0,0.0,0.0,0.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
Bas Dost,NED,FW,NEC Nijmegen,Eredivisie,34,1989,5.1,8.0,1.56,7.0,0.0,0.0,0.0,1.0,0.0,3.0,0.58,3.0,0.0,0.0,0.0,0.0,0.0
Achraf Douiri,NED,"DF,FW",Volendam,Eredivisie,23,1999,3.8,9.0,2.35,4.0,2.0,1.0,1.0,1.0,0.0,1.0,0.26,0.0,1.0,0.0,0.0,0.0,0.0
Anastasios Douvikas,GRE,FW,Utrecht,Eredivisie,23,1999,2.0,4.0,2.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Bram van Driel,NED,MF,Volendam,Eredivisie,18,2005,2.6,1.0,0.38,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Couhaib Driouech,MAR,"FW,MF",Excelsior,Eredivisie,21,2002,21.3,73.0,3.42,51.0,0.0,15.0,3.0,3.0,1.0,15.0,0.7,9.0,0.0,6.0,0.0,0.0,0.0
Joel Drommel,NED,GK,PSV Eindhoven,Eredivisie,26,1996,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ferdy Druijf,NED,"FW,MF",Zwolle,Eredivisie,25,1998,10.5,28.0,2.66,23.0,0.0,0.0,3.0,2.0,0.0,6.0,0.57,6.0,0.0,0.0,0.0,0.0,0.0
Deroy Duarte,CPV,MF,Fortuna Sittard,Eredivisie,24,1999,26.9,39.0,1.45,36.0,0.0,0.0,2.0,0.0,1.0,3.0,0.11,2.0,0.0,0.0,1.0,0.0,0.0
Lance Duijvestijn,NED,"MF,FW",Almere City,Eredivisie,24,1999,5.0,18.0,3.6,15.0,1.0,2.0,0.0,0.0,0.0,5.0,1.0,3.0,1.0,1.0,0.0,0.0,0.0
Lance Duijvestijn,NED,"MF,FW",Excelsior,Eredivisie,24,1999,12.2,41.0,3.37,34.0,0.0,2.0,2.0,1.0,2.0,6.0,0.49,5.0,0.0,0.0,0.0,0.0,1.0
Mike van Duinen,NED,"FW,MF",Excelsior,Eredivisie,31,1991,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Oliver Edvardsen,NOR,"FW,MF",Go Ahead Eag,Eredivisie,24,1999,26.1,79.0,3.03,41.0,13.0,8.0,8.0,9.0,0.0,7.0,0.27,0.0,1.0,2.0,1.0,3.0,0.0
Victor Edvardsen,SWE,FW,Go Ahead Eag,Eredivisie,27,1996,20.3,48.0,2.36,30.0,1.0,3.0,9.0,4.0,1.0,3.0,0.15,1.0,0.0,0.0,0.0,1.0,1.0
Espen van Ee,NED,"MF,FW",Heerenveen,Eredivisie,20,2003,4.6,10.0,2.18,5.0,1.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Eerdhuijzen,NED,DF,Sparta R'dam,Eredivisie,23,2000,14.7,20.0,1.37,17.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mats Egbring,NED,DF,Vitesse,Eredivisie,16,2006,0.7,2.0,2.95,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carel Eiting,NED,MF,Twente,Eredivisie,25,1998,8.8,34.0,3.86,23.0,8.0,2.0,1.0,0.0,0.0,4.0,0.45,3.0,1.0,0.0,0.0,0.0,0.0
Hamza el Dahri,NED,"MF,FW",Sparta R'dam,Eredivisie,18,2005,0.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Engels,GER,"FW,MF",Heracles Almelo,Eredivisie,29,1993,17.8,47.0,2.65,25.0,13.0,4.0,4.0,1.0,0.0,5.0,0.28,3.0,1.0,1.0,0.0,0.0,0.0
Marcelencio Esajas,NED,"MF,FW",Almere City,Eredivisie,21,2002,0.4,1.0,2.65,1.0,0.0,0.0,0.0,0.0,0.0,1.0,2.65,1.0,0.0,0.0,0.0,0.0,0.0
Luca Everink,NED,DF,Go Ahead Eag,Eredivisie,22,2001,3.1,7.0,2.23,3.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kevin Felida,CUW,MF,RKC Waalwijk,Eredivisie,23,1999,8.8,13.0,1.47,13.0,0.0,0.0,0.0,0.0,0.0,1.0,0.11,1.0,0.0,0.0,0.0,0.0,0.0
Arianit Ferati,KVX,"MF,DF",Fortuna Sittard,Eredivisie,25,1997,8.2,28.0,3.41,19.0,3.0,1.0,2.0,2.0,1.0,1.0,0.12,1.0,0.0,0.0,0.0,0.0,0.0
Derensili Fernandes,NED,"FW,MF",Excelsior,Eredivisie,22,2001,14.3,52.0,3.63,38.0,1.0,6.0,4.0,3.0,0.0,1.0,0.07,1.0,0.0,0.0,0.0,0.0,0.0
Rashaan Fernandes,NED,"FW,MF",Go Ahead Eag,Eredivisie,24,1998,0.4,3.0,7.94,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kian Fitz-Jim,NED,"MF,FW",Ajax,Eredivisie,20,2003,0.5,4.0,8.57,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kian Fitz-Jim,NED,MF,Excelsior,Eredivisie,20,2003,4.4,12.0,2.71,8.0,2.0,1.0,0.0,0.0,1.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0
Ryan Flamingo,NED,"MF,DF",Utrecht,Eredivisie,20,2002,30.7,50.0,1.63,43.0,0.0,3.0,3.0,1.0,0.0,5.0,0.16,5.0,0.0,0.0,0.0,0.0,0.0
Josh Flint,ENG,DF,Volendam,Eredivisie,22,2000,24.8,40.0,1.62,28.0,6.0,0.0,4.0,2.0,0.0,4.0,0.16,1.0,1.0,0.0,1.0,1.0,0.0
Sherel Floranus,CUW,DF,Almere City,Eredivisie,24,1998,28.0,31.0,1.11,27.0,4.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Fodé Fofana,NED,FW,Vitesse,Eredivisie,20,2002,1.1,5.0,4.64,4.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sadik Fofana,TOG,DF,Fortuna Sittard,Eredivisie,20,2003,7.0,6.0,0.85,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anthony Fontana,USA,"MF,FW",Zwolle,Eredivisie,23,1999,0.5,2.0,3.83,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Carlos Forbs,POR,FW,Ajax,Eredivisie,19,2004,9.2,35.0,3.8,25.0,1.0,4.0,2.0,2.0,1.0,5.0,0.54,2.0,0.0,1.0,0.0,1.0,1.0
Oscar Fraulo,DEN,MF,Utrecht,Eredivisie,19,2003,23.3,45.0,1.94,33.0,1.0,3.0,3.0,3.0,2.0,6.0,0.26,6.0,0.0,0.0,0.0,0.0,0.0
Anton Gaaei,DEN,DF,Ajax,Eredivisie,20,2002,12.9,46.0,3.56,42.0,1.0,1.0,0.0,1.0,1.0,5.0,0.39,5.0,0.0,0.0,0.0,0.0,0.0
Juriën Gaari,CUW,DF,RKC Waalwijk,Eredivisie,29,1993,18.3,14.0,0.76,13.0,0.0,1.0,0.0,0.0,0.0,3.0,0.16,3.0,0.0,0.0,0.0,0.0,0.0
Anselmo García MacNulty,IRL,DF,Zwolle,Eredivisie,20,2003,27.9,48.0,1.73,46.0,0.0,1.0,1.0,0.0,0.0,5.0,0.18,5.0,0.0,0.0,0.0,0.0,0.0
Stijn van Gassel,NED,GK,Excelsior,Eredivisie,26,1996,34.0,7.0,0.21,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lutsharel Geertruida,NED,DF,Feyenoord,Eredivisie,23,2000,33.8,100.0,2.96,87.0,0.0,2.0,5.0,4.0,2.0,9.0,0.27,7.0,0.0,0.0,0.0,1.0,1.0
Anwar El Ghazi,NED,FW,PSV Eindhoven,Eredivisie,28,1995,0.0,1.0,22.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Teun Gijselhart,NED,MF,Zwolle,Eredivisie,18,2005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Santiago Giménez,MEX,FW,Feyenoord,Eredivisie,22,2001,26.3,72.0,2.73,39.0,1.0,6.0,15.0,10.0,1.0,12.0,0.46,7.0,0.0,2.0,2.0,1.0,0.0
Marco van Ginkel,NED,"MF,FW",Vitesse,Eredivisie,30,1992,21.8,45.0,2.06,35.0,0.0,1.0,3.0,6.0,0.0,3.0,0.14,2.0,0.0,0.0,1.0,0.0,0.0
Paul Gladon,NED,FW,Fortuna Sittard,Eredivisie,31,1992,1.9,7.0,3.66,4.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mika Godts,BEL,"FW,MF",Ajax,Eredivisie,18,2005,6.4,14.0,2.2,13.0,0.0,1.0,0.0,0.0,0.0,3.0,0.47,3.0,0.0,0.0,0.0,0.0,0.0
Wouter Goes,NED,DF,AZ Alkmaar,Eredivisie,19,2004,12.6,14.0,1.11,13.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Roberto González,ESP,"FW,MF",NEC Nijmegen,Eredivisie,22,2001,15.4,47.0,3.06,31.0,1.0,6.0,3.0,6.0,0.0,9.0,0.59,5.0,1.0,0.0,0.0,3.0,0.0
Tristan Gooijer,NED,"DF,MF",Ajax,Eredivisie,18,2004,6.3,7.0,1.11,6.0,0.0,1.0,0.0,0.0,0.0,2.0,0.32,1.0,0.0,1.0,0.0,0.0,0.0
Jay Gorter,NED,GK,Ajax,Eredivisie,23,2000,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kenzo Goudmijn,NED,MF,AZ Alkmaar,Eredivisie,21,2001,2.7,8.0,2.94,6.0,1.0,1.0,0.0,0.0,0.0,1.0,0.37,1.0,0.0,0.0,0.0,0.0,0.0
Kenzo Goudmijn,NED,"MF,FW",Excelsior,Eredivisie,21,2001,17.4,50.0,2.87,37.0,4.0,5.0,2.0,2.0,0.0,6.0,0.34,4.0,1.0,0.0,1.0,0.0,0.0
Iman Griffith,NED,"FW,MF",Fortuna Sittard,Eredivisie,21,2001,2.7,2.0,0.73,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.37,0.0,0.0,0.0,0.0,1.0,0.0
Axel Guessand,FRA,DF,Volendam,Eredivisie,18,2004,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rodrigo Guth,BRA,DF,Fortuna Sittard,Eredivisie,22,2000,31.3,44.0,1.41,42.0,1.0,0.0,1.0,0.0,0.0,4.0,0.13,4.0,0.0,0.0,0.0,0.0,0.0
Jonathan de Guzmán,NED,MF,Sparta R'dam,Eredivisie,35,1987,21.4,58.0,2.71,39.0,10.0,2.0,4.0,3.0,0.0,4.0,0.19,3.0,1.0,0.0,0.0,0.0,0.0
Milan de Haan,NED,MF,Volendam,Eredivisie,19,2003,24.1,30.0,1.24,24.0,0.0,0.0,4.0,1.0,1.0,4.0,0.17,2.0,0.0,0.0,1.0,0.0,1.0
Jesse van de Haar,NED,FW,Utrecht,Eredivisie,18,2005,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Anis Hadj Moussa,ALG,FW,Vitesse,Eredivisie,21,2002,9.4,58.0,6.14,18.0,17.0,14.0,7.0,1.0,1.0,2.0,0.21,0.0,2.0,0.0,0.0,0.0,0.0
Alen Halilović,CRO,"MF,FW",Fortuna Sittard,Eredivisie,27,1996,23.3,102.0,4.38,56.0,27.0,7.0,7.0,4.0,1.0,6.0,0.26,2.0,2.0,2.0,0.0,0.0,0.0
Denzel Hall,NED,DF,Heerenveen,Eredivisie,22,2001,4.6,3.0,0.66,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Saïd Hamulic,BIH,FW,Vitesse,Eredivisie,22,2000,7.9,14.0,1.76,7.0,0.0,2.0,1.0,3.0,1.0,1.0,0.13,1.0,0.0,0.0,0.0,0.0,0.0
Dávid Hancko,SVK,DF,Feyenoord,Eredivisie,25,1997,33.7,94.0,2.79,76.0,3.0,5.0,8.0,1.0,1.0,10.0,0.3,7.0,0.0,1.0,1.0,0.0,1.0
Tim Handwerker,GER,"FW,DF",Utrecht,Eredivisie,25,1998,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kornelius Hansen,NOR,FW,Almere City,Eredivisie,22,2001,15.4,48.0,3.12,28.0,1.0,6.0,8.0,5.0,0.0,5.0,0.32,4.0,0.0,0.0,0.0,1.0,0.0
Sontje Hansen,NED,FW,NEC Nijmegen,Eredivisie,21,2002,21.2,73.0,3.44,52.0,0.0,10.0,4.0,7.0,0.0,15.0,0.71,6.0,0.0,4.0,2.0,3.0,0.0
Emil Hansson,SWE,"FW,MF",Heracles Almelo,Eredivisie,25,1998,20.9,65.0,3.1,54.0,4.0,5.0,2.0,0.0,0.0,9.0,0.43,7.0,0.0,2.0,0.0,0.0,0.0
Lennard Hartjes,NED,MF,Excelsior,Eredivisie,20,2003,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Quilindschy Hartman,NED,DF,Feyenoord,Eredivisie,21,2001,23.0,88.0,3.83,71.0,10.0,4.0,1.0,0.0,2.0,10.0,0.43,10.0,0.0,0.0,0.0,0.0,0.0
Jorrel Hato,NED,DF,Ajax,Eredivisie,17,2006,32.9,53.0,1.61,45.0,2.0,2.0,2.0,0.0,2.0,6.0,0.18,6.0,0.0,0.0,0.0,0.0,0.0
Pantelis Hatzidiakos,GRE,DF,AZ Alkmaar,Eredivisie,26,1997,2.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mike Hauptmeijer,NED,GK,Zwolle,Eredivisie,26,1997,2.0,1.0,0.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Thom Haye,IDN,MF,Heerenveen,Eredivisie,28,1995,29.0,130.0,4.48,85.0,40.0,1.0,4.0,0.0,0.0,10.0,0.34,7.0,2.0,1.0,0.0,0.0,0.0
Nazjir Held,CUW,DF,Utrecht,Eredivisie,17,2005,0.3,1.0,3.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jordan Henderson,ENG,MF,Ajax,Eredivisie,33,1990,8.3,36.0,4.32,27.0,9.0,0.0,0.0,0.0,0.0,5.0,0.6,5.0,0.0,0.0,0.0,0.0,0.0
Ramon Hendriks,NED,DF,Vitesse,Eredivisie,22,2001,29.4,22.0,0.75,18.0,2.0,0.0,0.0,2.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Tom Hendriks,NED,GK,Fortuna Sittard,Eredivisie,21,2002,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mees Hilgers,NED,DF,Twente,Eredivisie,22,2001,24.3,21.0,0.86,14.0,1.0,1.0,5.0,0.0,0.0,2.0,0.08,1.0,0.0,0.0,1.0,0.0,0.0
Bart van Hintum,NED,DF,Zwolle,Eredivisie,36,1987,2.0,10.0,4.97,4.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mees Hoedemakers,NED,MF,NEC Nijmegen,Eredivisie,25,1998,21.7,50.0,2.31,36.0,7.0,3.0,3.0,1.0,0.0,10.0,0.46,8.0,1.0,0.0,1.0,0.0,0.0
Quincy Hoeve,BOE,"FW,MF",Volendam,Eredivisie,20,2003,3.9,6.0,1.52,6.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
Justin Hoogma,NED,DF,Heracles Almelo,Eredivisie,25,1998,28.7,35.0,1.22,33.0,0.0,0.0,2.0,0.0,0.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0
Siebe Horemans,BEL,DF,Excelsior,Eredivisie,25,1998,33.6,59.0,1.76,50.0,1.0,2.0,5.0,1.0,0.0,6.0,0.18,5.0,0.0,0.0,1.0,0.0,0.0
Jizz Hornkamp,NED,FW,Heracles Almelo,Eredivisie,25,1998,14.3,33.0,2.31,24.0,0.0,4.0,2.0,2.0,1.0,4.0,0.28,3.0,0.0,0.0,0.0,1.0,0.0
Jeroen Houwen,NED,GK,RKC Waalwijk,Eredivisie,27,1996,3.6,3.0,0.84,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ajdin Hrustic,AUS,"MF,FW",Heracles Almelo,Eredivisie,27,1996,12.9,33.0,2.55,20.0,7.0,1.0,2.0,2.0,1.0,2.0,0.15,1.0,0.0,0.0,0.0,1.0,0.0
Dean Huiberts,NED,"MF,DF",Zwolle,Eredivisie,23,2000,1.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daan Huisman,NED,FW,Vitesse,Eredivisie,21,2002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zidane Iqbal,IRQ,"MF,DF",Utrecht,Eredivisie,20,2003,5.7,17.0,2.98,16.0,0.0,0.0,0.0,1.0,0.0,2.0,0.35,2.0,0.0,0.0,0.0,0.0,0.0
Nicolas Isimat-Mirin,FRA,DF,Vitesse,Eredivisie,31,1991,24.2,22.0,0.91,21.0,0.0,0.0,0.0,1.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Amir Ismaïl,NED,FW,Heerenveen,Eredivisie,18,2004,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luka Ivanušec,CRO,FW,Feyenoord,Eredivisie,24,1998,12.9,69.0,5.36,45.0,16.0,4.0,4.0,0.0,0.0,9.0,0.7,8.0,1.0,0.0,0.0,0.0,0.0
Joey Jacobs,NED,DF,Almere City,Eredivisie,23,2000,21.8,23.0,1.06,19.0,1.0,0.0,2.0,0.0,1.0,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.0
Alireza Jahanbakhsh,IRN,"FW,MF",Feyenoord,Eredivisie,29,1993,5.1,33.0,6.47,20.0,4.0,2.0,3.0,2.0,2.0,2.0,0.39,2.0,0.0,0.0,0.0,0.0,0.0
Dean James,NED,"DF,FW",Go Ahead Eag,Eredivisie,23,2000,1.1,2.0,1.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Victor Jensen,DEN,"MF,FW",Utrecht,Eredivisie,23,2000,16.4,49.0,2.99,34.0,0.0,3.0,9.0,2.0,1.0,7.0,0.43,3.0,0.0,0.0,3.0,0.0,1.0
Divaio Jhaïr-Bobson,NED,"DF,FW",Zwolle,Eredivisie,19,2004,0.6,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Darius Johnson,GRN,"FW,MF",Volendam,Eredivisie,23,2000,13.3,30.0,2.26,21.0,0.0,3.0,3.0,3.0,0.0,4.0,0.3,3.0,0.0,0.0,1.0,0.0,0.0
Miliano Jonathans,NED,"MF,FW",Vitesse,Eredivisie,19,2004,1.0,5.0,4.89,4.0,0.0,0.0,0.0,1.0,0.0,2.0,1.96,1.0,0.0,0.0,0.0,1.0,0.0
Luuk de Jong,NED,FW,PSV Eindhoven,Eredivisie,32,1990,30.6,127.0,4.15,94.0,0.0,4.0,24.0,3.0,2.0,27.0,0.88,20.0,0.0,2.0,4.0,1.0,0.0
Mauro Júnior,BRA,"MF,DF",PSV Eindhoven,Eredivisie,24,1999,9.7,26.0,2.68,22.0,2.0,0.0,2.0,0.0,0.0,1.0,0.1,1.0,0.0,0.0,0.0,0.0,0.0
Ibrahim El Kadiri,NED,FW,Volendam,Eredivisie,21,2002,0.9,4.0,4.56,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jochem van de Kamp,NED,"DF,MF",Almere City,Eredivisie,19,2003,21.1,53.0,2.51,42.0,1.0,5.0,1.0,3.0,1.0,5.0,0.24,2.0,0.0,2.0,0.0,1.0,0.0
Ahmetcan Kaplan,TUR,DF,Ajax,Eredivisie,20,2003,10.5,12.0,1.14,10.0,0.0,0.0,1.0,0.0,1.0,2.0,0.19,2.0,0.0,0.0,0.0,0.0,0.0
Safouane Karim,NED,"MF,FW",Volendam,Eredivisie,19,2004,2.6,10.0,3.77,6.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Karlsbakk,NOR,"FW,MF",Heerenveen,Eredivisie,20,2003,3.3,5.0,1.53,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Souffian El Karouani,MAR,DF,Utrecht,Eredivisie,22,2000,27.2,68.0,2.5,51.0,9.0,3.0,2.0,2.0,1.0,7.0,0.26,7.0,0.0,0.0,0.0,0.0,0.0
Denso Kasius,NED,DF,AZ Alkmaar,Eredivisie,20,2002,5.0,15.0,2.99,10.0,1.0,3.0,1.0,0.0,0.0,4.0,0.8,4.0,0.0,0.0,0.0,0.0,0.0
Sam Kersten,NED,DF,Zwolle,Eredivisie,25,1998,34.0,36.0,1.06,31.0,0.0,2.0,1.0,1.0,1.0,4.0,0.12,4.0,0.0,0.0,0.0,0.0,0.0
