player,nationality,position,team,comp_level,age,birth_year,minutes_90s,sca,sca_per90,sca_passes_live,sca_passes_dead,sca_take_ons,sca_shots,sca_fouled,sca_defense,gca,gca_per90,gca_passes_live,gca_passes_dead,gca_take_ons,gca_shots,gca_fouled,gca_defense
Wladimiro Falcone,ITA,GK,Lecce,Serie A,28,1995,38.0,2.0,0.05,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.03,0.0,0.0,0.0,0.0,1.0,0.0
Fali,ESP,DF,Cádiz,La Liga,29,1993,28.3,17.0,0.6,15.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davide Faraoni,ITA,DF,Hellas Verona,Serie A,31,1991,6.7,21.0,3.13,14.0,5.0,0.0,0.0,1.0,1.0,2.0,0.3,2.0,0.0,0.0,0.0,0.0,0.0
Davide Faraoni,ITA,DF,Fiorentina,Serie A,31,1991,4.4,8.0,1.84,7.0,0.0,0.0,1.0,0.0,0.0,1.0,0.23,1.0,0.0,0.0,0.0,0.0,0.0
Ansu Fati,ESP,"MF,FW",Brighton,Premier League,20,2002,5.8,23.0,3.96,16.0,0.0,1.0,5.0,0.0,1.0,3.0,0.52,2.0,0.0,0.0,1.0,0.0,0.0
Ansu Fati,ESP,"MF,FW",Barcelona,La Liga,20,2002,0.6,1.0,1.8,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Khalil Fayad,FRA,"FW,MF",Montpellier,Ligue 1,19,2004,11.4,19.0,1.67,10.0,0.0,0.0,2.0,6.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Federico Fazio,ARG,DF,Salernitana,Serie A,36,1987,15.1,9.0,0.6,7.0,0.0,0.0,2.0,0.0,0.0,2.0,0.13,1.0,0.0,0.0,1.0,0.0,0.0
Jacopo Fazzini,ITA,MF,Empoli,Serie A,20,2003,13.7,48.0,3.51,29.0,9.0,2.0,0.0,5.0,3.0,4.0,0.29,2.0,0.0,1.0,0.0,1.0,0.0
Nabil Fekir,FRA,"MF,FW",Betis,La Liga,30,1993,11.7,60.0,5.14,38.0,11.0,3.0,3.0,5.0,0.0,3.0,0.26,2.0,0.0,1.0,0.0,0.0,0.0
Felipe,BRA,DF,Nott'ham Forest,Premier League,34,1989,4.2,4.0,0.97,2.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Luiz Felipe,ITA,DF,Betis,La Liga,26,1997,4.0,2.0,0.5,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Félix,POR,FW,Barcelona,La Liga,23,1999,17.1,62.0,3.62,43.0,0.0,7.0,9.0,2.0,1.0,9.0,0.53,4.0,0.0,2.0,3.0,0.0,0.0
Ohis Felix Uduokhai,GER,DF,Augsburg,Bundesliga,25,1997,32.5,20.0,0.62,12.0,2.0,0.0,2.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kiko Femenía,ESP,DF,Villarreal,La Liga,32,1991,17.6,31.0,1.76,26.0,4.0,0.0,0.0,0.0,1.0,4.0,0.23,3.0,1.0,0.0,0.0,0.0,0.0
Evan Ferguson,IRL,FW,Brighton,Premier League,18,2004,15.2,22.0,1.45,15.0,0.0,2.0,1.0,3.0,1.0,1.0,0.07,0.0,0.0,0.0,0.0,1.0,0.0
Lewis Ferguson,SCO,MF,Bologna,Serie A,23,1999,30.1,83.0,2.75,67.0,2.0,2.0,5.0,6.0,1.0,9.0,0.3,6.0,0.0,1.0,0.0,2.0,0.0
Bruno Fernandes,POR,"MF,FW",Manchester Utd,Premier League,28,1994,34.6,210.0,6.06,143.0,48.0,7.0,9.0,1.0,2.0,19.0,0.55,12.0,3.0,2.0,2.0,0.0,0.0
Edimilson Fernandes,SUI,DF,Mainz 05,Bundesliga,27,1996,14.3,35.0,2.44,15.0,15.0,1.0,3.0,0.0,1.0,2.0,0.14,1.0,1.0,0.0,0.0,0.0,0.0
Aitor Fernández,ESP,GK,Osasuna,La Liga,32,1991,6.1,1.0,0.16,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Álex Fernández,ESP,MF,Cádiz,La Liga,30,1992,14.3,26.0,1.82,17.0,7.0,0.0,2.0,0.0,0.0,2.0,0.14,2.0,0.0,0.0,0.0,0.0,0.0
Carlos Fernández,ESP,FW,Real Sociedad,La Liga,27,1996,4.5,3.0,0.66,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.22,1.0,0.0,0.0,0.0,0.0,0.0
Enzo Fernández,ARG,MF,Chelsea,Premier League,22,2001,24.5,82.0,3.34,69.0,5.0,0.0,3.0,5.0,0.0,7.0,0.29,5.0,1.0,0.0,0.0,1.0,0.0
Raúl Fernández,ESP,GK,Granada,La Liga,35,1988,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valery Fernández,ESP,"MF,FW",Girona,La Liga,23,1999,5.6,14.0,2.49,10.0,1.0,2.0,0.0,1.0,0.0,3.0,0.53,1.0,0.0,1.0,0.0,1.0,0.0
Fernando,ESP,GK,Almería,La Liga,33,1990,4.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.25,1.0,0.0,0.0,0.0,0.0,0.0
Fernando,BRA,MF,Sevilla,La Liga,36,1987,5.1,8.0,1.57,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ichem Ferrah,FRA,FW,Lille,Ligue 1,17,2005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Andrea Ferraris,ITA,MF,Monza,Serie A,20,2003,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
André Ferreira,POR,GK,Granada,La Liga,27,1996,14.9,2.0,0.13,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
João Ferreira,POR,DF,Udinese,Serie A,22,2001,20.2,34.0,1.68,25.0,4.0,0.0,0.0,1.0,4.0,2.0,0.1,1.0,1.0,0.0,0.0,0.0,0.0
Jordan Ferri,FRA,MF,Montpellier,Ligue 1,31,1992,22.6,67.0,2.97,58.0,2.0,2.0,1.0,3.0,1.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
Nacho Ferri,ESP,"FW,MF",Eint Frankfurt,Bundesliga,18,2004,0.8,2.0,2.43,1.0,0.0,0.0,1.0,0.0,0.0,1.0,1.22,1.0,0.0,0.0,0.0,0.0,0.0
Rachad Fettal,MAR,FW,Almería,La Liga,18,2005,0.2,2.0,10.59,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Seydou Fini,ITA,"DF,FW",Genoa,Serie A,17,2006,0.4,1.0,2.5,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Max Finkgräfe,GER,"DF,FW",Köln,Bundesliga,19,2004,19.5,40.0,2.05,27.0,6.0,3.0,1.0,1.0,2.0,1.0,0.05,1.0,0.0,0.0,0.0,0.0,0.0
Vincenzo Fiorillo,ITA,GK,Salernitana,Serie A,33,1990,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Kilian Fischer,GER,"DF,MF",Wolfsburg,Bundesliga,22,2000,3.2,6.0,1.85,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
John Fleck,SCO,"MF,DF",Sheffield Utd,Premier League,31,1991,1.0,4.0,3.91,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mark Flekken,NED,GK,Brentford,Premier League,30,1993,36.5,10.0,0.27,3.0,7.0,0.0,0.0,0.0,0.0,3.0,0.08,1.0,2.0,0.0,0.0,0.0,0.0
Alessandro Florenzi,ITA,DF,Milan,Serie A,32,1991,19.2,85.0,4.41,47.0,28.0,0.0,7.0,1.0,2.0,7.0,0.36,2.0,4.0,0.0,1.0,0.0,0.0
Phil Foden,ENG,"FW,MF",Manchester City,Premier League,23,2000,31.7,144.0,4.54,111.0,9.0,9.0,6.0,8.0,1.0,21.0,0.66,16.0,1.0,1.0,0.0,3.0,0.0
Wes Foderingham,ENG,GK,Sheffield Utd,Premier League,32,1991,29.4,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malick Fofana,BEL,FW,Lyon,Ligue 1,18,2005,6.2,19.0,3.05,11.0,0.0,2.0,3.0,2.0,1.0,3.0,0.48,1.0,0.0,0.0,1.0,1.0,0.0
Youssouf Fofana,FRA,MF,Monaco,Ligue 1,24,1999,30.0,100.0,3.34,79.0,3.0,2.0,11.0,2.0,3.0,10.0,0.33,6.0,0.0,0.0,4.0,0.0,0.0
Jonas Föhrenbach,GER,DF,Heidenheim,Bundesliga,27,1996,31.0,50.0,1.61,37.0,8.0,2.0,1.0,2.0,0.0,5.0,0.16,4.0,1.0,0.0,0.0,0.0,0.0
Thomas Foket,BEL,DF,Reims,Ligue 1,28,1994,20.4,30.0,1.48,27.0,2.0,0.0,1.0,0.0,0.0,6.0,0.3,6.0,0.0,0.0,0.0,0.0,0.0
Michael Folorunsho,ITA,"MF,FW",Hellas Verona,Serie A,25,1998,30.9,46.0,1.49,34.0,0.0,4.0,1.0,7.0,0.0,3.0,0.1,1.0,0.0,2.0,0.0,0.0,0.0
Tiago Fonseca Morais,POR,FW,Lille,Ligue 1,19,2003,0.5,1.0,1.96,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Pablo Fornals,ESP,"MF,FW",West Ham,Premier League,27,1996,4.7,16.0,3.37,13.0,0.0,0.0,0.0,1.0,2.0,1.0,0.21,0.0,0.0,0.0,0.0,0.0,1.0
Pablo Fornals,ESP,"FW,MF",Betis,La Liga,27,1996,12.8,45.0,3.53,37.0,3.0,2.0,2.0,1.0,0.0,6.0,0.47,5.0,0.0,0.0,1.0,0.0,0.0
Emil Forsberg,SWE,"MF,FW",RB Leipzig,Bundesliga,31,1991,5.2,16.0,3.1,11.0,2.0,0.0,3.0,0.0,0.0,4.0,0.78,3.0,0.0,0.0,1.0,0.0,0.0
Omari Forson,ENG,FW,Manchester Utd,Premier League,19,2004,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Philipp Förster,GER,"MF,FW",Bochum,Bundesliga,28,1995,4.3,19.0,4.45,8.0,7.0,0.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Héctor Fort,ESP,DF,Barcelona,La Liga,16,2006,3.5,5.0,1.41,5.0,0.0,0.0,0.0,0.0,0.0,3.0,0.85,3.0,0.0,0.0,0.0,0.0,0.0
Lyle Foster,RSA,"FW,MF",Burnley,Premier League,22,2000,21.1,41.0,1.95,35.0,0.0,2.0,3.0,1.0,0.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0
Dimitri Foulquier,FRA,"DF,MF",Valencia,La Liga,30,1993,20.5,27.0,1.32,21.0,2.0,0.0,0.0,1.0,3.0,2.0,0.1,2.0,0.0,0.0,0.0,0.0,0.0
Juan Foyth,ARG,DF,Villarreal,La Liga,25,1998,11.8,12.0,1.02,9.0,1.0,1.0,1.0,0.0,0.0,1.0,0.08,1.0,0.0,0.0,0.0,0.0,0.0
Matheus França,BRA,"MF,FW",Crystal Palace,Premier League,19,2004,2.6,8.0,3.1,4.0,3.0,0.0,0.0,1.0,0.0,2.0,0.78,1.0,0.0,0.0,0.0,1.0,0.0
Bartol Franjić,CRO,MF,Darmstadt 98,Bundesliga,23,2000,13.7,17.0,1.24,14.0,1.0,0.0,0.0,0.0,2.0,2.0,0.15,2.0,0.0,0.0,0.0,0.0,0.0
Przemysław Frankowski,POL,DF,Lens,Ligue 1,28,1995,24.4,76.0,3.12,63.0,8.0,2.0,2.0,0.0,1.0,4.0,0.16,3.0,0.0,0.0,1.0,0.0,0.0
Nathan Fraser,IRL,FW,Wolves,Premier League,18,2005,2.1,6.0,2.92,5.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Davide Frattesi,ITA,MF,Inter,Serie A,23,1999,10.6,26.0,2.45,21.0,0.0,0.0,3.0,2.0,0.0,6.0,0.57,4.0,0.0,0.0,1.0,1.0,0.0
Jean Frederic N'Guessan,CIV,"MF,FW",Metz,Ligue 1,20,2003,1.2,4.0,3.24,1.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morten Frendrup,DEN,MF,Genoa,Serie A,22,2001,34.9,59.0,1.69,44.0,0.0,1.0,4.0,6.0,4.0,9.0,0.26,8.0,0.0,0.0,1.0,0.0,0.0
Remo Freuler,SUI,MF,Bologna,Serie A,31,1992,29.2,56.0,1.92,50.0,2.0,1.0,1.0,1.0,1.0,5.0,0.17,4.0,0.0,0.0,1.0,0.0,0.0
Marco Friedl,AUT,DF,Werder Bremen,Bundesliga,25,1998,24.4,4.0,0.16,4.0,0.0,0.0,0.0,0.0,0.0,1.0,0.04,1.0,0.0,0.0,0.0,0.0,0.0
Marvin Friedrich,GER,DF,Gladbach,Bundesliga,27,1995,17.4,14.0,0.81,11.0,0.0,1.0,2.0,0.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Jeremie Frimpong,NED,DF,Leverkusen,Bundesliga,22,2000,25.0,84.0,3.36,59.0,0.0,15.0,5.0,5.0,0.0,9.0,0.36,6.0,0.0,2.0,0.0,1.0,0.0
Jorge de Frutos,ESP,"FW,MF",Rayo Vallecano,La Liga,26,1997,17.2,51.0,2.96,38.0,3.0,4.0,3.0,2.0,1.0,1.0,0.06,0.0,0.0,0.0,1.0,0.0,0.0
Chris Führich,GER,"FW,MF",Stuttgart,Bundesliga,25,1998,28.5,137.0,4.8,93.0,17.0,15.0,9.0,2.0,1.0,17.0,0.6,14.0,1.0,2.0,0.0,0.0,0.0
Shiō Fukuda,JPN,"FW,MF",Gladbach,Bundesliga,19,2004,0.4,2.0,4.86,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Angelo Fulgini,FRA,MF,Lens,Ligue 1,26,1996,15.3,69.0,4.51,40.0,20.0,1.0,4.0,4.0,0.0,4.0,0.26,2.0,2.0,0.0,0.0,0.0,0.0
Niclas Füllkrug,GER,FW,Werder Bremen,Bundesliga,30,1993,2.0,7.0,3.5,6.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Niclas Füllkrug,GER,FW,Dortmund,Bundesliga,30,1993,24.6,57.0,2.32,50.0,0.0,0.0,4.0,3.0,0.0,11.0,0.45,10.0,0.0,0.0,1.0,0.0,0.0
Gerardo Fusco,ITA,FW,Salernitana,Serie A,18,2005,0.2,2.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Daniel Fuzato,BRA,GK,Getafe,La Liga,26,1997,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matteo Gabbia,ITA,DF,Milan,Serie A,23,1999,14.2,8.0,0.56,4.0,1.0,0.0,2.0,0.0,1.0,1.0,0.07,0.0,0.0,0.0,1.0,0.0,0.0
Matteo Gabbia,ITA,DF,Villarreal,La Liga,23,1999,5.3,5.0,0.94,5.0,0.0,0.0,0.0,0.0,0.0,1.0,0.19,1.0,0.0,0.0,0.0,0.0,0.0
Gianluca Gaetano,ITA,"FW,MF",Cagliari,Serie A,23,2000,8.3,34.0,4.11,27.0,1.0,3.0,1.0,2.0,0.0,3.0,0.36,1.0,0.0,1.0,1.0,0.0,0.0
Gianluca Gaetano,ITA,MF,Napoli,Serie A,23,2000,1.8,8.0,4.44,7.0,0.0,0.0,0.0,1.0,0.0,1.0,0.56,0.0,0.0,0.0,0.0,1.0,0.0
Roberto Gagliardini,ITA,"MF,DF",Monza,Serie A,29,1994,26.2,51.0,1.94,45.0,2.0,0.0,1.0,3.0,0.0,3.0,0.11,3.0,0.0,0.0,0.0,0.0,0.0
Cody Gakpo,NED,"FW,MF",Liverpool,Premier League,24,1999,18.3,73.0,3.98,47.0,1.0,6.0,12.0,5.0,2.0,10.0,0.55,6.0,0.0,1.0,2.0,1.0,0.0
Javi Galán,ESP,DF,Atlético Madrid,La Liga,28,1994,1.0,4.0,4.04,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Javi Galán,ESP,DF,Real Sociedad,La Liga,28,1994,11.9,22.0,1.84,19.0,2.0,0.0,1.0,0.0,0.0,3.0,0.25,3.0,0.0,0.0,0.0,0.0,0.0
Iñigo Ruiz de Galarreta,ESP,MF,Athletic Club,La Liga,29,1993,23.2,56.0,2.41,42.0,12.0,0.0,0.0,2.0,0.0,9.0,0.39,9.0,0.0,0.0,0.0,0.0,0.0
Pablo Galdames Millán,CHI,"MF,DF",Genoa,Serie A,26,1996,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Conor Gallagher,ENG,MF,Chelsea,Premier League,23,2000,34.8,109.0,3.14,78.0,15.0,5.0,4.0,1.0,6.0,14.0,0.4,7.0,5.0,0.0,1.0,0.0,1.0
Antonino Gallo,ITA,DF,Lecce,Serie A,23,2000,27.7,72.0,2.6,55.0,10.0,4.0,1.0,1.0,1.0,4.0,0.14,4.0,0.0,0.0,0.0,0.0,0.0
Cristian Gamboa,CRC,DF,Bochum,Bundesliga,33,1989,13.2,20.0,1.52,15.0,3.0,0.0,2.0,0.0,0.0,2.0,0.15,1.0,1.0,0.0,0.0,0.0,0.0
Kévin Gameiro,FRA,"FW,MF",Strasbourg,Ligue 1,36,1987,15.0,52.0,3.48,43.0,0.0,2.0,6.0,1.0,0.0,5.0,0.33,2.0,0.0,0.0,3.0,0.0,0.0
Idrissa Gana Gueye,SEN,MF,Everton,Premier League,33,1989,20.9,52.0,2.48,37.0,0.0,0.0,5.0,4.0,6.0,4.0,0.19,4.0,0.0,0.0,0.0,0.0,0.0
Ignatius Ganago,CMR,"FW,MF",Nantes,Ligue 1,24,1999,2.0,5.0,2.45,4.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Aleix García,ESP,MF,Girona,La Liga,26,1997,35.5,129.0,3.63,82.0,40.0,1.0,1.0,4.0,1.0,21.0,0.59,16.0,5.0,0.0,0.0,0.0,0.0
Álvaro García,ESP,"FW,MF",Rayo Vallecano,La Liga,30,1992,27.5,79.0,2.87,58.0,5.0,3.0,4.0,6.0,3.0,5.0,0.18,4.0,0.0,0.0,0.0,1.0,0.0
Dani García,ESP,MF,Athletic Club,La Liga,33,1990,8.3,3.0,0.36,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
David García,ESP,DF,Osasuna,La Liga,29,1994,25.9,18.0,0.69,16.0,0.0,0.0,1.0,0.0,1.0,3.0,0.12,2.0,0.0,0.0,1.0,0.0,0.0
Eric García,ESP,DF,Barcelona,La Liga,22,2001,0.6,1.0,1.58,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Eric García,ESP,DF,Girona,La Liga,22,2001,29.3,42.0,1.43,39.0,0.0,0.0,2.0,1.0,0.0,6.0,0.2,6.0,0.0,0.0,0.0,0.0,0.0
Fran Garcia,ESP,DF,Real Madrid,La Liga,23,1999,15.5,34.0,2.19,32.0,0.0,2.0,0.0,0.0,0.0,4.0,0.26,4.0,0.0,0.0,0.0,0.0,0.0
Francisco Jesús Crespo García,ESP,FW,Las Palmas,La Liga,27,1996,5.6,19.0,3.39,13.0,2.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gonzalo García,ESP,"FW,MF",Real Madrid,La Liga,19,2004,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Jastin García,ESP,FW,Girona,La Liga,19,2004,0.4,1.0,2.81,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Raúl García,ESP,"FW,MF",Athletic Club,La Liga,37,1986,4.7,4.0,0.86,3.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rubén García,ESP,"FW,MF",Osasuna,La Liga,30,1993,17.2,65.0,3.79,36.0,14.0,7.0,2.0,6.0,0.0,5.0,0.29,4.0,0.0,0.0,0.0,1.0,0.0
Santiago García,,FW,Getafe,La Liga,21,2001,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Ulisses Garcia,SUI,DF,Marseille,Ligue 1,27,1996,10.1,18.0,1.79,12.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Unai García,ESP,DF,Osasuna,La Liga,31,1992,6.2,2.0,0.32,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alejandro Garnacho,ARG,FW,Manchester Utd,Premier League,19,2004,28.5,119.0,4.17,80.0,0.0,13.0,13.0,12.0,1.0,15.0,0.53,10.0,0.0,1.0,1.0,2.0,1.0
James Garner,ENG,MF,Everton,Premier League,22,2001,33.4,98.0,2.94,58.0,22.0,3.0,6.0,4.0,5.0,8.0,0.24,3.0,1.0,0.0,1.0,1.0,2.0
Luca Garritano,ITA,"MF,DF",Frosinone,Serie A,29,1994,5.4,15.0,2.78,10.0,3.0,0.0,0.0,2.0,0.0,3.0,0.56,2.0,1.0,0.0,0.0,0.0,0.0
Johan Gastien,FRA,MF,Clermont Foot,Ligue 1,35,1988,25.1,63.0,2.51,47.0,11.0,0.0,1.0,2.0,2.0,4.0,0.16,4.0,0.0,0.0,0.0,0.0,0.0
Federico Gatti,ITA,DF,Juventus,Serie A,25,1998,29.3,29.0,0.99,23.0,0.0,2.0,2.0,1.0,1.0,2.0,0.07,1.0,0.0,0.0,1.0,0.0,0.0
Federico Gattoni,ARG,"DF,FW",Sevilla,La Liga,24,1999,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gavi,ESP,"MF,FW",Barcelona,La Liga,18,2004,10.5,27.0,2.57,24.0,0.0,2.0,0.0,0.0,1.0,3.0,0.29,3.0,0.0,0.0,0.0,0.0,0.0
Paulo Gazzaniga,ARG,GK,Girona,La Liga,31,1992,38.0,11.0,0.29,8.0,3.0,0.0,0.0,0.0,0.0,1.0,0.03,1.0,0.0,0.0,0.0,0.0,0.0
Yann Gboho,FRA,"MF,FW",Toulouse,Ligue 1,22,2001,13.3,39.0,2.94,27.0,0.0,7.0,1.0,4.0,0.0,7.0,0.53,5.0,0.0,0.0,0.0,2.0,0.0
Dennis Geiger,GER,MF,Hoffenheim,Bundesliga,25,1998,0.7,1.0,1.41,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Gelabert,ESP,"MF,FW",Toulouse,Ligue 1,22,2000,8.4,21.0,2.5,15.0,3.0,1.0,1.0,1.0,0.0,3.0,0.36,2.0,1.0,0.0,0.0,0.0,0.0
Francesco Gelli,ITA,"MF,DF",Frosinone,Serie A,26,1996,17.3,48.0,2.77,27.0,14.0,1.0,1.0,4.0,1.0,3.0,0.17,0.0,2.0,0.0,0.0,1.0,0.0
Luca Gemello,ITA,GK,Torino,Serie A,23,2000,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Valentin Gendrey,FRA,DF,Lecce,Serie A,23,2000,33.8,63.0,1.86,47.0,7.0,5.0,2.0,2.0,0.0,3.0,0.09,2.0,0.0,1.0,0.0,0.0,0.0
Denis Genreau,AUS,"MF,FW",Toulouse,Ligue 1,24,1999,5.2,13.0,2.52,12.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Yannick Gerhardt,GER,"MF,DF",Wolfsburg,Bundesliga,29,1994,18.1,35.0,1.93,32.0,0.0,0.0,1.0,2.0,0.0,1.0,0.06,1.0,0.0,0.0,0.0,0.0,0.0
Anwar El Ghazi,NED,"MF,DF",Mainz 05,Bundesliga,28,1995,0.6,4.0,6.67,2.0,0.0,2.0,0.0,0.0,0.0,1.0,1.67,1.0,0.0,0.0,0.0,0.0,0.0
Farés Ghedjemis,FRA,"FW,MF",Frosinone,Serie A,20,2002,2.0,4.0,1.98,3.0,0.0,1.0,0.0,0.0,0.0,1.0,0.49,0.0,0.0,1.0,0.0,0.0,0.0
Saman Ghoddos,IRN,DF,Brentford,Premier League,29,1993,8.2,20.0,2.44,10.0,5.0,1.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Lautaro Gianetti,ARG,DF,Udinese,Serie A,29,1993,7.0,3.0,0.43,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Morgan Gibbs-White,ENG,"MF,FW",Nott'ham Forest,Premier League,23,2000,35.1,149.0,4.25,86.0,38.0,9.0,7.0,8.0,1.0,18.0,0.51,14.0,3.0,0.0,1.0,0.0,0.0
Samuel Gigot,FRA,DF,Marseille,Ligue 1,29,1993,19.2,27.0,1.41,17.0,3.0,1.0,5.0,1.0,0.0,4.0,0.21,1.0,0.0,0.0,3.0,0.0,0.0
Bryan Gil,ESP,"FW,MF",Tottenham,Premier League,22,2001,2.3,9.0,3.88,8.0,0.0,0.0,1.0,0.0,0.0,1.0,0.43,1.0,0.0,0.0,0.0,0.0,0.0
David Gil,ESP,GK,Cádiz,La Liga,29,1994,4.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Mario Gila,ESP,DF,Lazio,Serie A,22,2000,20.1,14.0,0.7,13.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alfie Gilchrist,ENG,DF,Chelsea,Premier League,19,2003,2.3,3.0,1.31,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Billy Gilmour,SCO,MF,Brighton,Premier League,22,2001,23.6,69.0,2.93,59.0,5.0,0.0,2.0,3.0,0.0,6.0,0.25,5.0,0.0,0.0,1.0,0.0,0.0
Benedikt Gimber,GER,DF,Heidenheim,Bundesliga,26,1997,22.5,8.0,0.36,7.0,0.0,0.0,1.0,0.0,0.0,2.0,0.09,2.0,0.0,0.0,0.0,0.0,0.0
