player,nationality,position,team,comp_level,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Andy Pelmard,FRA,DF,Clermont Foot,Ligue 1,23,2000,33.2,1928.0,220.0,844.0,1011.0,94.0,4.0,1928.0,10.0,7.0,70.0,2.0,20.0,1393.0,9458.0,4757.0,39.0,24.0,2.0,10.0,3.0,1256.0,7.0
Aurélien Pelon,FRA,DF,Lorient,Ligue 1,19,2004,1.0,44.0,13.0,31.0,12.0,1.0,0.0,44.0,1.0,1.0,100.0,0.0,0.0,27.0,135.0,30.0,0.0,0.0,0.0,0.0,0.0,25.0,0.0
Faris Pemi Moumbagna,CMR,FW,Marseille,Ligue 1,23,2000,6.1,168.0,1.0,6.0,75.0,88.0,37.0,168.0,7.0,1.0,14.3,6.0,85.7,123.0,506.0,165.0,6.0,4.0,4.0,19.0,7.0,125.0,32.0
Iñaki Peña,ESP,GK,Barcelona,La Liga,24,1999,10.0,314.0,279.0,313.0,1.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,187.0,792.0,437.0,0.0,0.0,0.0,0.0,0.0,165.0,0.0
Marcos Peña,ESP,MF,Almería,La Liga,18,2005,4.9,274.0,15.0,104.0,162.0,11.0,1.0,274.0,1.0,0.0,0.0,1.0,100.0,103.0,443.0,140.0,0.0,2.0,0.0,3.0,3.0,158.0,0.0
Rubén Peña,ESP,"DF,FW",Osasuna,La Liga,32,1991,23.2,1241.0,49.0,290.0,501.0,468.0,41.0,1241.0,73.0,35.0,47.9,33.0,45.2,608.0,3824.0,1843.0,62.0,43.0,9.0,45.0,33.0,670.0,147.0
Pepín,EQG,"MF,FW",Monza,Serie A,26,1996,2.7,177.0,7.0,28.0,87.0,62.0,2.0,177.0,4.0,1.0,25.0,1.0,25.0,109.0,423.0,162.0,1.0,3.0,0.0,6.0,1.0,123.0,12.0
Alberto Perea,ESP,"MF,FW",Granada,La Liga,32,1990,0.0,8.0,0.0,1.0,3.0,4.0,0.0,8.0,1.0,0.0,0.0,0.0,0.0,7.0,24.0,10.0,0.0,0.0,0.0,0.0,0.0,6.0,1.0
Andreas Pereira,BRA,MF,Fulham,Premier League,27,1996,29.0,1516.0,20.0,161.0,662.0,703.0,64.0,1516.0,41.0,19.0,46.3,22.0,53.7,829.0,4460.0,2016.0,56.0,51.0,13.0,49.0,41.0,1013.0,125.0
Danilo Pereira,POR,DF,Paris S-G,Ligue 1,31,1991,22.2,2430.0,240.0,827.0,1543.0,70.0,15.0,2430.0,5.0,3.0,60.0,2.0,40.0,2016.0,10737.0,6336.0,28.0,23.0,0.0,4.0,1.0,1902.0,2.0
Mathias Pereira Lage,POR,"FW,MF",Brest,Ligue 1,26,1996,13.2,564.0,15.0,70.0,215.0,285.0,45.0,564.0,28.0,8.0,28.6,16.0,57.1,354.0,2261.0,727.0,19.0,14.0,3.0,28.0,13.0,351.0,95.0
Pedro Pereira,POR,DF,Monza,Serie A,25,1998,9.3,600.0,22.0,164.0,261.0,179.0,15.0,600.0,11.0,5.0,45.5,4.0,36.4,361.0,1501.0,886.0,20.0,18.0,3.0,6.0,8.0,401.0,69.0
Daniel Peretz,ISR,GK,Bayern Munich,Bundesliga,23,2000,0.2,17.0,12.0,17.0,0.0,0.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,11.0,31.0,24.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
Roberto Pereyra,ARG,"FW,MF",Udinese,Serie A,32,1991,20.6,806.0,36.0,182.0,387.0,253.0,41.0,805.0,40.0,16.0,40.0,22.0,55.0,486.0,3084.0,1350.0,39.0,21.0,8.0,46.0,27.0,531.0,82.0
Ayoze Pérez,ESP,FW,Betis,La Liga,30,1993,25.5,1125.0,19.0,126.0,510.0,513.0,156.0,1125.0,112.0,50.0,44.6,54.0,48.2,700.0,4465.0,2436.0,90.0,51.0,41.0,70.0,51.0,799.0,175.0
Carles Pérez,ESP,"MF,DF",Celta Vigo,La Liga,25,1998,8.6,393.0,9.0,55.0,147.0,200.0,25.0,393.0,37.0,14.0,37.8,18.0,48.6,264.0,1791.0,882.0,34.0,20.0,8.0,20.0,17.0,287.0,66.0
Francisco Perez,ESP,"MF,FW",Valencia,La Liga,20,2002,22.8,856.0,16.0,144.0,362.0,374.0,43.0,856.0,101.0,40.0,39.6,47.0,46.5,578.0,3862.0,1719.0,59.0,29.0,17.0,72.0,42.0,599.0,145.0
Kike Pérez,ESP,"MF,FW",Rayo Vallecano,La Liga,26,1997,9.3,510.0,14.0,76.0,285.0,155.0,15.0,510.0,33.0,9.0,27.3,19.0,57.6,296.0,1798.0,879.0,17.0,10.0,3.0,30.0,16.0,346.0,42.0
Nehuén Pérez,ARG,DF,Udinese,Serie A,23,2000,36.0,1990.0,249.0,946.0,939.0,133.0,29.0,1990.0,15.0,9.0,60.0,5.0,33.3,998.0,4824.0,2854.0,28.0,21.0,1.0,18.0,6.0,1061.0,24.0
Matteo Perez Vinlöf,SWE,FW,Bayern Munich,Bundesliga,17,2005,0.2,19.0,0.0,9.0,6.0,4.0,0.0,19.0,1.0,0.0,0.0,1.0,100.0,9.0,30.0,11.0,0.0,0.0,0.0,1.0,0.0,12.0,1.0
Simone Perilli,ITA,GK,Hellas Verona,Serie A,28,1995,1.0,45.0,32.0,44.0,1.0,0.0,0.0,45.0,0.0,0.0,0.0,0.0,0.0,23.0,110.0,58.0,0.0,0.0,0.0,0.0,0.0,19.0,0.0
Mattia Perin,ITA,GK,Juventus,Serie A,30,1992,2.5,70.0,57.0,69.0,1.0,0.0,0.0,70.0,0.0,0.0,0.0,0.0,0.0,41.0,255.0,141.0,0.0,0.0,0.0,0.0,0.0,38.0,0.0
Samuele Perisan,ITA,GK,Empoli,Serie A,25,1997,1.0,33.0,32.0,33.0,0.0,0.0,0.0,33.0,0.0,0.0,0.0,0.0,0.0,13.0,61.0,53.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0
Ivan Perišić,CRO,FW,Tottenham,Premier League,34,1989,1.1,93.0,3.0,24.0,20.0,49.0,10.0,93.0,7.0,4.0,57.1,3.0,42.9,65.0,398.0,277.0,15.0,5.0,6.0,2.0,0.0,74.0,17.0
Romain Perraud,FRA,"DF,FW",Nice,Ligue 1,25,1997,4.1,300.0,15.0,104.0,120.0,77.0,5.0,300.0,7.0,2.0,28.6,4.0,57.1,176.0,947.0,393.0,6.0,6.0,1.0,11.0,2.0,162.0,13.0
Lucas Perrin,FRA,DF,Strasbourg,Ligue 1,24,1998,30.3,2122.0,350.0,1141.0,937.0,58.0,24.0,2122.0,10.0,5.0,50.0,4.0,40.0,1553.0,9267.0,5259.0,17.0,11.0,2.0,15.0,4.0,1446.0,8.0
Máximo Perrone,ARG,MF,Las Palmas,La Liga,20,2003,18.0,1492.0,54.0,457.0,901.0,144.0,8.0,1492.0,24.0,11.0,45.8,11.0,45.8,759.0,2885.0,1239.0,12.0,11.0,2.0,23.0,14.0,1141.0,22.0
Pavao Pervan,AUT,GK,Wolfsburg,Bundesliga,35,1987,9.0,314.0,279.0,314.0,0.0,0.0,0.0,314.0,0.0,0.0,0.0,0.0,0.0,170.0,784.0,465.0,0.0,0.0,0.0,0.0,0.0,163.0,0.0
Matteo Pessina,ITA,MF,Monza,Serie A,26,1997,35.8,2459.0,89.0,502.0,1550.0,421.0,31.0,2454.0,34.0,14.0,41.2,15.0,44.1,1582.0,9264.0,4472.0,69.0,66.0,2.0,54.0,18.0,1773.0,53.0
Andrea Petagna,ITA,FW,Cagliari,Serie A,28,1995,11.1,328.0,8.0,26.0,153.0,153.0,39.0,328.0,17.0,11.0,64.7,4.0,23.5,180.0,923.0,264.0,11.0,8.0,3.0,31.0,23.0,256.0,56.0
Denis Petrić,SRB,GK,Nantes,Ligue 1,35,1988,0.3,8.0,7.0,8.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,6.0,38.0,16.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Njegoš Petrović,SRB,"MF,FW",Granada,La Liga,24,1999,1.7,108.0,6.0,20.0,59.0,31.0,1.0,108.0,5.0,3.0,60.0,2.0,40.0,67.0,340.0,163.0,3.0,1.0,0.0,5.0,0.0,69.0,3.0
Đorđe Petrović,SRB,GK,Chelsea,Premier League,23,1999,22.1,855.0,755.0,852.0,3.0,0.0,0.0,855.0,0.0,0.0,0.0,0.0,0.0,482.0,2076.0,1103.0,0.0,0.0,0.0,1.0,0.0,475.0,0.0
Jens Petter Hauge,NOR,"MF,FW",Eint Frankfurt,Bundesliga,23,1999,1.6,103.0,2.0,16.0,44.0,44.0,5.0,103.0,6.0,2.0,33.3,4.0,66.7,63.0,405.0,238.0,7.0,3.0,3.0,3.0,0.0,69.0,15.0
Germán Pezzella,ARG,DF,Betis,La Liga,32,1991,30.7,1779.0,240.0,1028.0,705.0,53.0,35.0,1779.0,6.0,3.0,50.0,3.0,50.0,974.0,4522.0,2271.0,5.0,7.0,0.0,19.0,4.0,1105.0,1.0
Giuseppe Pezzella,ITA,DF,Empoli,Serie A,25,1997,12.1,707.0,38.0,221.0,305.0,186.0,7.0,707.0,25.0,10.0,40.0,14.0,56.0,364.0,2324.0,1406.0,44.0,22.0,1.0,11.0,6.0,399.0,36.0
Luca Pfeiffer,GER,"FW,MF",Darmstadt 98,Bundesliga,26,1996,18.0,565.0,25.0,66.0,266.0,237.0,59.0,565.0,21.0,7.0,33.3,9.0,42.9,278.0,1365.0,529.0,15.0,14.0,2.0,23.0,19.0,373.0,81.0
Patric Pfeiffer,GER,DF,Augsburg,Bundesliga,23,1999,5.7,340.0,36.0,153.0,158.0,31.0,19.0,340.0,1.0,0.0,0.0,1.0,100.0,153.0,637.0,299.0,1.0,0.0,0.0,6.0,1.0,184.0,4.0
Maximilian Philipp,GER,"FW,MF",Freiburg,Bundesliga,29,1994,3.6,155.0,4.0,22.0,76.0,57.0,14.0,155.0,1.0,0.0,0.0,1.0,100.0,94.0,341.0,105.0,3.0,4.0,2.0,8.0,7.0,105.0,28.0
Kalvin Phillips,ENG,MF,West Ham,Premier League,27,1995,3.4,215.0,7.0,43.0,153.0,21.0,1.0,215.0,5.0,1.0,20.0,4.0,80.0,110.0,585.0,240.0,3.0,1.0,0.0,4.0,3.0,136.0,4.0
Kalvin Phillips,ENG,MF,Manchester City,Premier League,27,1995,1.0,87.0,3.0,14.0,52.0,23.0,1.0,87.0,3.0,1.0,33.3,2.0,66.7,51.0,402.0,221.0,7.0,5.0,1.0,4.0,2.0,57.0,3.0
Jaden Philogene Bidace,ENG,FW,Aston Villa,Premier League,21,2002,0.0,4.0,0.0,1.0,1.0,2.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,39.0,39.0,2.0,1.0,1.0,0.0,0.0,3.0,1.0
Kamil Piątkowski,POL,DF,Granada,La Liga,23,2000,5.6,301.0,43.0,185.0,102.0,15.0,5.0,301.0,1.0,1.0,100.0,0.0,0.0,181.0,766.0,406.0,2.0,1.0,0.0,7.0,1.0,191.0,0.0
Roberto Piccoli,ITA,FW,Empoli,Serie A,22,2001,0.4,10.0,0.0,0.0,4.0,6.0,1.0,10.0,1.0,0.0,0.0,1.0,100.0,5.0,12.0,1.0,0.0,0.0,0.0,1.0,0.0,6.0,0.0
Roberto Piccoli,ITA,FW,Lecce,Serie A,22,2001,15.3,478.0,15.0,57.0,206.0,224.0,77.0,477.0,34.0,13.0,38.2,19.0,55.9,265.0,1364.0,598.0,25.0,12.0,14.0,49.0,31.0,330.0,72.0
Florian Pick,GER,"MF,FW",Heidenheim,Bundesliga,27,1995,3.6,237.0,5.0,32.0,80.0,131.0,13.0,237.0,26.0,11.0,42.3,13.0,50.0,139.0,929.0,421.0,12.0,6.0,4.0,8.0,7.0,143.0,34.0
Jordan Pickford,ENG,GK,Everton,Premier League,29,1994,38.0,1680.0,1106.0,1544.0,141.0,0.0,0.0,1680.0,1.0,1.0,100.0,0.0,0.0,904.0,6014.0,3889.0,1.0,0.0,0.0,0.0,0.0,773.0,0.0
Amos Pieper,GER,DF,Werder Bremen,Bundesliga,25,1998,6.6,395.0,45.0,195.0,177.0,27.0,10.0,395.0,0.0,0.0,0.0,0.0,0.0,194.0,983.0,474.0,3.0,3.0,0.0,5.0,0.0,220.0,3.0
Marvin Pieringer,GER,"MF,FW",Heidenheim,Bundesliga,23,1999,16.8,644.0,28.0,99.0,325.0,231.0,64.0,644.0,28.0,10.0,35.7,13.0,46.4,309.0,1734.0,759.0,28.0,24.0,12.0,40.0,21.0,407.0,72.0
Santiago Pierotti,ARG,"MF,FW",Lecce,Serie A,22,2001,2.2,110.0,0.0,7.0,56.0,50.0,13.0,110.0,11.0,7.0,63.6,4.0,36.4,64.0,322.0,91.0,4.0,3.0,4.0,10.0,5.0,74.0,20.0
Niccolò Pierozzi,ITA,DF,Salernitana,Serie A,21,2001,9.7,463.0,46.0,192.0,220.0,53.0,9.0,463.0,2.0,1.0,50.0,1.0,50.0,188.0,922.0,401.0,3.0,5.0,0.0,8.0,0.0,217.0,20.0
Ronaël Pierre-Gabriel,FRA,DF,Nantes,Ligue 1,25,1998,6.6,376.0,35.0,153.0,146.0,82.0,8.0,376.0,8.0,4.0,50.0,4.0,50.0,216.0,1426.0,659.0,12.0,13.0,0.0,9.0,3.0,202.0,12.0
Andrea Pinamonti,ITA,FW,Sassuolo,Serie A,24,1999,34.2,939.0,44.0,76.0,447.0,420.0,144.0,936.0,31.0,12.0,38.7,16.0,51.6,454.0,1591.0,475.0,17.0,11.0,15.0,63.0,37.0,656.0,165.0
