player,nationality,position,team,comp_level,age,birth_year,minutes_90s,touches,touches_def_pen_area,touches_def_3rd,touches_mid_3rd,touches_att_3rd,touches_att_pen_area,touches_live_ball,take_ons,take_ons_won,take_ons_won_pct,take_ons_tackled,take_ons_tackled_pct,carries,carries_distance,carries_progressive_distance,progressive_carries,carries_into_final_third,carries_into_penalty_area,miscontrols,dispossessed,passes_received,progressive_passes_received
Gyan de Regt,NED,"FW,MF",Vitesse,Eredivisie,20,2002,13.2,502.0,9.0,76.0,177.0,259.0,49.0,502.0,43.0,15.0,34.9,23.0,53.5,302.0,1796.0,771.0,33.0,22.0,14.0,42.0,9.0,327.0,88.0
Eliano Reijnders,NED,"FW,DF",Zwolle,Eredivisie,22,2000,23.1,968.0,45.0,228.0,401.0,347.0,56.0,968.0,40.0,13.0,32.5,20.0,50.0,526.0,3727.0,1838.0,63.0,43.0,19.0,34.0,16.0,571.0,159.0
Devyne Rensch,NED,DF,Ajax,Eredivisie,20,2003,24.6,1877.0,109.0,571.0,1039.0,276.0,37.0,1877.0,31.0,13.0,41.9,14.0,45.2,1099.0,5530.0,2700.0,39.0,26.0,10.0,13.0,10.0,1326.0,66.0
Stije Resink,NED,MF,Almere City,Eredivisie,20,2003,28.6,1439.0,80.0,296.0,806.0,361.0,38.0,1439.0,47.0,25.0,53.2,18.0,38.3,619.0,3548.0,1374.0,32.0,33.0,5.0,48.0,40.0,666.0,37.0
Francisco Reyes,DOM,DF,Volendam,Eredivisie,17,2006,0.2,15.0,0.0,6.0,8.0,1.0,0.0,15.0,0.0,0.0,0.0,0.0,0.0,7.0,35.0,11.0,0.0,0.0,0.0,1.0,1.0,10.0,1.0
Julian Rijkhoff,NED,"FW,MF",Ajax,Eredivisie,18,2005,0.8,41.0,0.0,0.0,16.0,25.0,6.0,41.0,1.0,1.0,100.0,0.0,0.0,21.0,96.0,55.0,2.0,0.0,3.0,3.0,1.0,27.0,5.0
Milan Robberechts,BEL,"FW,MF",Fortuna Sittard,Eredivisie,19,2004,2.4,101.0,1.0,10.0,38.0,55.0,8.0,101.0,15.0,1.0,6.7,11.0,73.3,55.0,306.0,150.0,6.0,3.0,1.0,7.0,1.0,55.0,21.0
Thomas Robinet,FRA,"FW,MF",Almere City,Eredivisie,26,1996,31.7,1206.0,49.0,137.0,520.0,557.0,133.0,1203.0,28.0,15.0,53.6,10.0,35.7,538.0,2152.0,572.0,21.0,22.0,5.0,70.0,49.0,793.0,157.0
Robin Roefs,NED,GK,NEC Nijmegen,Eredivisie,20,2003,4.7,195.0,174.0,195.0,0.0,0.0,0.0,195.0,0.0,0.0,0.0,0.0,0.0,95.0,467.0,207.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0
Godfried Roemeratoe,CUW,MF,RKC Waalwijk,Eredivisie,23,1999,25.9,1166.0,81.0,346.0,692.0,144.0,2.0,1166.0,16.0,10.0,62.5,5.0,31.3,499.0,2399.0,1043.0,17.0,14.0,1.0,24.0,14.0,553.0,11.0
Ole Romeny,NED,"FW,MF",Utrecht,Eredivisie,23,2000,5.8,217.0,3.0,23.0,93.0,105.0,21.0,217.0,14.0,5.0,35.7,7.0,50.0,141.0,1024.0,503.0,17.0,16.0,6.0,14.0,12.0,167.0,46.0
Philippe Rommens,BEL,MF,Go Ahead Eag,Eredivisie,25,1997,18.0,1259.0,53.0,270.0,669.0,330.0,18.0,1258.0,10.0,5.0,50.0,5.0,50.0,608.0,2704.0,1152.0,17.0,14.0,0.0,9.0,4.0,766.0,39.0
Bart van Rooij,NED,DF,NEC Nijmegen,Eredivisie,22,2001,21.9,1340.0,84.0,414.0,583.0,354.0,33.0,1340.0,35.0,15.0,42.9,15.0,42.9,672.0,4015.0,2128.0,55.0,43.0,9.0,25.0,8.0,741.0,90.0
Kaj de Rooij,NED,"FW,MF",Zwolle,Eredivisie,22,2000,1.8,103.0,4.0,12.0,51.0,42.0,8.0,103.0,4.0,1.0,25.0,3.0,75.0,50.0,335.0,157.0,4.0,2.0,2.0,6.0,3.0,66.0,15.0
Eloy Room,CUW,GK,Vitesse,Eredivisie,34,1989,34.0,1503.0,1309.0,1494.0,10.0,0.0,0.0,1503.0,2.0,2.0,100.0,0.0,0.0,869.0,4638.0,3168.0,0.0,0.0,0.0,1.0,0.0,705.0,0.0
Ruben Roosken,NED,"DF,FW",Heracles Almelo,Eredivisie,23,2000,14.6,772.0,53.0,241.0,273.0,267.0,18.0,772.0,43.0,18.0,41.9,23.0,53.5,379.0,2024.0,940.0,27.0,24.0,10.0,23.0,12.0,393.0,100.0
Sergi Rosanas,ESP,DF,Sparta R'dam,Eredivisie,22,2001,0.1,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Rayvien Rosario,CUW,"FW,DF",Sparta R'dam,Eredivisie,19,2004,0.5,43.0,4.0,8.0,18.0,18.0,5.0,43.0,3.0,2.0,66.7,1.0,33.3,24.0,174.0,96.0,1.0,1.0,0.0,2.0,1.0,27.0,8.0
Loreintz Rosier,FRA,MF,Fortuna Sittard,Eredivisie,24,1998,19.0,1028.0,83.0,323.0,566.0,148.0,24.0,1028.0,12.0,7.0,58.3,4.0,33.3,421.0,2061.0,930.0,11.0,9.0,0.0,16.0,6.0,482.0,7.0
Mathias Ross,DEN,DF,NEC Nijmegen,Eredivisie,22,2001,11.6,556.0,116.0,337.0,205.0,17.0,11.0,556.0,0.0,0.0,0.0,0.0,0.0,254.0,1434.0,815.0,6.0,2.0,0.0,3.0,1.0,298.0,1.0
Nils Rossen,NED,"MF,FW",NEC Nijmegen,Eredivisie,17,2005,0.3,21.0,0.0,4.0,15.0,2.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,14.0,50.0,22.0,0.0,0.0,0.0,0.0,0.0,16.0,0.0
Daan Rots,NED,FW,Twente,Eredivisie,22,2001,28.6,1577.0,20.0,154.0,611.0,830.0,133.0,1577.0,142.0,50.0,35.2,80.0,56.3,962.0,5729.0,2554.0,84.0,48.0,37.0,72.0,56.0,1178.0,318.0
Mats Rots,NED,DF,Twente,Eredivisie,17,2006,0.8,56.0,1.0,12.0,34.0,11.0,1.0,56.0,5.0,3.0,60.0,2.0,40.0,43.0,325.0,189.0,7.0,3.0,0.0,1.0,0.0,43.0,1.0
Manu Royo,ESP,DF,Almere City,Eredivisie,29,1994,7.4,477.0,14.0,91.0,196.0,193.0,12.0,477.0,8.0,5.0,62.5,3.0,37.5,199.0,912.0,583.0,21.0,11.0,4.0,5.0,3.0,246.0,40.0
Gerónimo Rulli,ARG,GK,Ajax,Eredivisie,31,1992,6.3,362.0,293.0,361.0,1.0,0.0,0.0,362.0,1.0,1.0,100.0,0.0,0.0,223.0,931.0,452.0,0.0,0.0,0.0,0.0,1.0,233.0,0.0
Mathew Ryan,AUS,GK,AZ Alkmaar,Eredivisie,31,1992,29.0,1167.0,912.0,1152.0,15.0,0.0,0.0,1167.0,0.0,0.0,0.0,0.0,0.0,774.0,3645.0,2086.0,0.0,0.0,0.0,0.0,1.0,675.0,0.0
Pim Saathof,NED,DF,Go Ahead Eag,Eredivisie,19,2003,0.6,48.0,5.0,26.0,12.0,11.0,0.0,48.0,2.0,1.0,50.0,1.0,50.0,21.0,143.0,79.0,1.0,0.0,0.0,1.0,0.0,20.0,1.0
Michal Sadílek,CZE,MF,Twente,Eredivisie,24,1999,30.0,2206.0,72.0,459.0,1194.0,566.0,41.0,2206.0,12.0,6.0,50.0,5.0,41.7,1123.0,5531.0,2612.0,53.0,37.0,4.0,24.0,11.0,1451.0,89.0
Ibrahim Sadiq,GHA,"FW,MF",AZ Alkmaar,Eredivisie,23,2000,7.3,346.0,5.0,60.0,133.0,157.0,29.0,346.0,20.0,7.0,35.0,12.0,60.0,208.0,904.0,324.0,12.0,7.0,9.0,28.0,15.0,235.0,56.0
Modibo Sagnan,MLI,DF,Utrecht,Eredivisie,24,1999,9.7,590.0,103.0,308.0,259.0,28.0,10.0,590.0,5.0,4.0,80.0,1.0,20.0,345.0,2028.0,1155.0,4.0,6.0,0.0,7.0,1.0,361.0,1.0
Samuel Şahin-Radlinger,AUT,GK,Almere City,Eredivisie,30,1992,5.2,214.0,149.0,210.0,4.0,0.0,0.0,214.0,0.0,0.0,0.0,0.0,0.0,113.0,776.0,422.0,0.0,0.0,0.0,0.0,0.0,77.0,0.0
Osame Sahraoui,NOR,FW,Heerenveen,Eredivisie,22,2001,27.4,1463.0,10.0,134.0,562.0,800.0,197.0,1463.0,258.0,100.0,38.8,140.0,54.3,1031.0,8266.0,4288.0,166.0,99.0,87.0,96.0,69.0,1197.0,293.0
Ismael Saibari,MAR,MF,PSV Eindhoven,Eredivisie,22,2001,11.3,683.0,18.0,113.0,316.0,266.0,65.0,683.0,48.0,21.0,43.8,20.0,41.7,377.0,2592.0,1419.0,45.0,28.0,15.0,42.0,12.0,473.0,68.0
Koki Saito,JPN,FW,Sparta R'dam,Eredivisie,21,2001,18.4,818.0,26.0,96.0,253.0,483.0,100.0,818.0,83.0,36.0,43.4,39.0,47.0,532.0,3494.0,1710.0,66.0,31.0,29.0,48.0,29.0,575.0,175.0
Anass Salah-Eddine,NED,DF,Ajax,Eredivisie,21,2002,2.1,189.0,5.0,38.0,80.0,72.0,6.0,189.0,7.0,2.0,28.6,4.0,57.1,116.0,480.0,253.0,6.0,3.0,3.0,3.0,2.0,123.0,23.0
Anass Salah-Eddine,NED,"DF,MF",Twente,Eredivisie,21,2002,1.4,108.0,2.0,26.0,37.0,48.0,2.0,108.0,5.0,5.0,100.0,0.0,0.0,63.0,449.0,271.0,6.0,4.0,0.0,2.0,3.0,76.0,12.0
Shurandy Sambo,NED,DF,PSV Eindhoven,Eredivisie,21,2001,2.1,217.0,11.0,65.0,101.0,51.0,1.0,217.0,2.0,0.0,0.0,2.0,100.0,119.0,548.0,245.0,4.0,4.0,0.0,4.0,1.0,144.0,9.0
Alfons Sampsted,ISL,DF,Twente,Eredivisie,25,1998,17.1,1215.0,59.0,454.0,502.0,267.0,17.0,1215.0,16.0,6.0,37.5,8.0,50.0,569.0,2765.0,1334.0,24.0,14.0,3.0,21.0,7.0,621.0,46.0
Philippe Sandler,NED,DF,NEC Nijmegen,Eredivisie,26,1997,20.8,1464.0,222.0,702.0,741.0,35.0,12.0,1464.0,12.0,5.0,41.7,5.0,41.7,850.0,5108.0,2825.0,8.0,4.0,0.0,10.0,4.0,1031.0,6.0
Cisse Sandra,BEL,MF,Excelsior,Eredivisie,19,2003,18.6,806.0,45.0,217.0,426.0,172.0,34.0,806.0,31.0,13.0,41.9,18.0,58.1,417.0,2227.0,827.0,15.0,13.0,2.0,28.0,19.0,481.0,35.0
Ibrahim Sangaré,CIV,MF,PSV Eindhoven,Eredivisie,25,1997,2.0,187.0,6.0,24.0,139.0,25.0,1.0,187.0,3.0,2.0,66.7,1.0,33.3,110.0,622.0,299.0,4.0,3.0,0.0,4.0,2.0,154.0,0.0
Mohamed Sankoh,NED,FW,Heracles Almelo,Eredivisie,19,2003,12.1,333.0,7.0,16.0,169.0,154.0,59.0,333.0,18.0,7.0,38.9,11.0,61.1,178.0,787.0,365.0,13.0,9.0,3.0,37.0,17.0,240.0,55.0
Kodai Sano,JPN,"FW,MF",NEC Nijmegen,Eredivisie,19,2003,17.7,993.0,45.0,181.0,565.0,266.0,38.0,993.0,61.0,22.0,36.1,32.0,52.5,548.0,3295.0,1587.0,39.0,24.0,9.0,51.0,32.0,667.0,96.0
Antonio Satriano,ITA,FW,Heracles Almelo,Eredivisie,19,2003,1.8,43.0,0.0,1.0,29.0,13.0,6.0,43.0,1.0,1.0,100.0,0.0,0.0,16.0,55.0,6.0,0.0,0.0,0.0,4.0,1.0,26.0,2.0
Leo Sauer,SVK,"FW,MF",Feyenoord,Eredivisie,17,2005,3.2,234.0,0.0,4.0,72.0,161.0,35.0,234.0,15.0,8.0,53.3,6.0,40.0,159.0,1282.0,727.0,26.0,9.0,16.0,15.0,8.0,165.0,73.0
Jasper Schendelaar,NED,GK,Zwolle,Eredivisie,22,2000,32.0,1451.0,1294.0,1441.0,10.0,0.0,0.0,1451.0,0.0,0.0,0.0,0.0,0.0,858.0,4478.0,2278.0,0.0,0.0,0.0,0.0,0.0,684.0,0.0
Sem Scheperman,NED,"MF,DF",Heracles Almelo,Eredivisie,21,2002,7.8,379.0,27.0,106.0,180.0,96.0,32.0,379.0,4.0,3.0,75.0,1.0,25.0,183.0,630.0,268.0,1.0,4.0,1.0,15.0,2.0,218.0,22.0
Lasse Schöne,DEN,MF,NEC Nijmegen,Eredivisie,37,1986,13.8,918.0,46.0,216.0,518.0,197.0,8.0,917.0,10.0,4.0,40.0,5.0,50.0,448.0,2272.0,959.0,16.0,12.0,2.0,12.0,11.0,547.0,25.0
Jerdy Schouten,NED,"MF,DF",PSV Eindhoven,Eredivisie,26,1997,26.9,2009.0,89.0,498.0,1163.0,362.0,41.0,2009.0,32.0,17.0,53.1,11.0,34.4,1135.0,4761.0,2238.0,22.0,24.0,2.0,26.0,23.0,1415.0,45.0
Daniel Schwaab,GER,DF,Heracles Almelo,Eredivisie,34,1988,6.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Vivaldo Semedo,POR,FW,Volendam,Eredivisie,18,2005,7.0,176.0,7.0,13.0,95.0,70.0,24.0,176.0,10.0,7.0,70.0,3.0,30.0,83.0,351.0,125.0,5.0,2.0,3.0,24.0,9.0,113.0,20.0
Nicolás Serrano,ESP,"FW,MF",Zwolle,Eredivisie,20,2003,1.6,109.0,1.0,17.0,39.0,53.0,6.0,109.0,9.0,3.0,33.3,4.0,44.4,70.0,617.0,227.0,6.0,2.0,0.0,7.0,8.0,71.0,30.0
Mats Seuntjens,NED,"FW,MF",Utrecht,Eredivisie,31,1992,10.6,399.0,12.0,56.0,185.0,165.0,34.0,399.0,25.0,6.0,24.0,15.0,60.0,207.0,1403.0,578.0,20.0,13.0,12.0,25.0,13.0,260.0,36.0
Mats Seuntjens,NED,"FW,MF",RKC Waalwijk,Eredivisie,31,1992,9.0,404.0,11.0,54.0,176.0,182.0,32.0,404.0,29.0,10.0,34.5,17.0,58.6,234.0,1719.0,823.0,22.0,18.0,14.0,23.0,10.0,278.0,39.0
José Pascual Alba Seva,ESP,FW,Almere City,Eredivisie,23,2000,1.5,55.0,3.0,12.0,17.0,30.0,3.0,55.0,3.0,1.0,33.3,1.0,33.3,27.0,115.0,68.0,3.0,1.0,0.0,6.0,1.0,26.0,5.0
Serano Seymor,NED,DF,Excelsior,Eredivisie,21,2002,4.1,247.0,28.0,143.0,104.0,4.0,1.0,247.0,5.0,3.0,60.0,2.0,40.0,164.0,1045.0,518.0,5.0,1.0,0.0,0.0,1.0,171.0,0.0
Kaj Sierhuis,NED,FW,Fortuna Sittard,Eredivisie,25,1998,24.2,826.0,15.0,44.0,359.0,435.0,127.0,824.0,55.0,26.0,47.3,24.0,43.6,431.0,2288.0,943.0,42.0,37.0,16.0,62.0,39.0,623.0,130.0
Dimitris Siovas,GRE,DF,Fortuna Sittard,Eredivisie,34,1988,25.6,1402.0,184.0,771.0,579.0,59.0,24.0,1402.0,6.0,2.0,33.3,3.0,50.0,598.0,2899.0,1453.0,9.0,7.0,1.0,8.0,1.0,727.0,8.0
Gijs Smal,NED,DF,Twente,Eredivisie,25,1997,22.8,1696.0,49.0,408.0,724.0,578.0,30.0,1696.0,33.0,18.0,54.5,13.0,39.4,848.0,4702.0,2725.0,69.0,50.0,3.0,25.0,11.0,1071.0,144.0
Ian Smeulers,NED,DF,Excelsior,Eredivisie,23,2000,2.0,116.0,15.0,59.0,43.0,15.0,0.0,116.0,2.0,0.0,0.0,2.0,100.0,35.0,179.0,33.0,1.0,2.0,0.0,4.0,2.0,40.0,3.0
Kees Smit,NED,MF,AZ Alkmaar,Eredivisie,17,2006,0.2,16.0,1.0,3.0,8.0,5.0,1.0,16.0,0.0,0.0,0.0,0.0,0.0,7.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,10.0,1.0
Sven Sonnenberg,GER,DF,Heracles Almelo,Eredivisie,24,1999,18.4,1102.0,204.0,598.0,472.0,37.0,22.0,1102.0,0.0,0.0,0.0,0.0,0.0,621.0,3804.0,2274.0,14.0,4.0,0.0,13.0,2.0,686.0,4.0
Borna Sosa,CRO,DF,Ajax,Eredivisie,25,1998,9.4,724.0,32.0,203.0,322.0,206.0,9.0,724.0,19.0,12.0,63.2,6.0,31.6,385.0,2230.0,1179.0,23.0,19.0,2.0,6.0,3.0,467.0,53.0
Sylla Sow,NED,FW,Go Ahead Eag,Eredivisie,26,1996,7.0,265.0,2.0,17.0,105.0,145.0,38.0,265.0,26.0,14.0,53.8,12.0,46.2,161.0,843.0,335.0,13.0,8.0,6.0,38.0,13.0,185.0,44.0
Sylla Sow,NED,FW,NEC Nijmegen,Eredivisie,26,1996,5.4,157.0,2.0,11.0,59.0,89.0,24.0,157.0,15.0,4.0,26.7,10.0,66.7,110.0,668.0,305.0,10.0,8.0,6.0,18.0,12.0,132.0,24.0
Mark Spenkelink,NED,GK,RKC Waalwijk,Eredivisie,26,1997,1.0,53.0,51.0,53.0,0.0,0.0,0.0,53.0,0.0,0.0,0.0,0.0,0.0,28.0,142.0,75.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0
Finn Stam,NED,DF,AZ Alkmaar,Eredivisie,20,2003,0.4,19.0,0.0,8.0,8.0,4.0,1.0,19.0,1.0,1.0,100.0,0.0,0.0,8.0,45.0,18.0,1.0,0.0,1.0,0.0,0.0,10.0,0.0
Sem Steijn,NED,MF,Twente,Eredivisie,21,2001,26.8,1002.0,18.0,129.0,413.0,465.0,141.0,1001.0,33.0,14.0,42.4,18.0,54.5,540.0,2419.0,1025.0,28.0,20.0,14.0,53.0,30.0,698.0,143.0
Calvin Stengs,NED,"MF,FW",Feyenoord,Eredivisie,24,1998,23.3,1267.0,7.0,104.0,481.0,699.0,107.0,1267.0,76.0,41.0,53.9,31.0,40.8,743.0,4289.0,2091.0,75.0,48.0,28.0,50.0,37.0,874.0,171.0
Filip Stevanovic,SRB,"FW,MF",RKC Waalwijk,Eredivisie,20,2002,6.9,367.0,6.0,35.0,115.0,220.0,25.0,367.0,27.0,8.0,29.6,18.0,66.7,187.0,1221.0,667.0,34.0,17.0,10.0,20.0,13.0,226.0,65.0
Finn Stokkers,NED,FW,Go Ahead Eag,Eredivisie,27,1996,4.2,169.0,5.0,16.0,73.0,81.0,23.0,169.0,5.0,2.0,40.0,3.0,60.0,84.0,327.0,167.0,11.0,5.0,5.0,23.0,3.0,120.0,23.0
Yukinari Sugawara,JPN,DF,AZ Alkmaar,Eredivisie,23,2000,28.4,2223.0,96.0,638.0,926.0,679.0,43.0,2223.0,21.0,14.0,66.7,6.0,28.6,1106.0,5747.0,3114.0,64.0,36.0,13.0,21.0,9.0,1346.0,132.0
Josip Šutalo,CRO,DF,Ajax,Eredivisie,23,2000,22.0,1934.0,180.0,878.0,1029.0,38.0,21.0,1934.0,24.0,14.0,58.3,9.0,37.5,1208.0,6068.0,2878.0,14.0,7.0,0.0,7.0,2.0,1365.0,4.0
Anas Tahiri,BEL,MF,Heerenveen,Eredivisie,28,1995,12.9,902.0,33.0,163.0,516.0,228.0,12.0,898.0,7.0,4.0,57.1,2.0,28.6,561.0,3018.0,1493.0,30.0,30.0,1.0,12.0,9.0,681.0,38.0
Benjamin Tahirovic,BIH,MF,Ajax,Eredivisie,20,2003,18.5,1299.0,52.0,293.0,794.0,226.0,13.0,1299.0,22.0,10.0,45.5,10.0,45.5,770.0,3608.0,1579.0,16.0,28.0,1.0,24.0,13.0,936.0,20.0
Ilias Takidine,BEL,"FW,MF",RKC Waalwijk,Eredivisie,22,2001,1.0,48.0,0.0,6.0,13.0,29.0,6.0,48.0,4.0,1.0,25.0,3.0,75.0,32.0,202.0,86.0,4.0,4.0,2.0,7.0,4.0,39.0,12.0
Elayis Tavsan,NED,FW,NEC Nijmegen,Eredivisie,22,2001,3.8,174.0,5.0,19.0,49.0,110.0,28.0,174.0,35.0,9.0,25.7,24.0,68.6,113.0,1228.0,645.0,24.0,23.0,11.0,13.0,6.0,129.0,50.0
Kenneth Taylor,NED,"MF,DF",Ajax,Eredivisie,21,2002,30.6,1785.0,46.0,276.0,905.0,622.0,100.0,1785.0,48.0,26.0,54.2,21.0,43.8,1046.0,5786.0,3038.0,78.0,56.0,24.0,45.0,32.0,1244.0,157.0
Søren Tengstedt,DEN,"MF,FW",Go Ahead Eag,Eredivisie,23,2000,4.5,200.0,7.0,34.0,77.0,92.0,17.0,200.0,17.0,5.0,29.4,11.0,64.7,107.0,807.0,344.0,13.0,8.0,3.0,13.0,6.0,137.0,25.0
Hidde ter Avest,NED,DF,Utrecht,Eredivisie,26,1997,22.9,1402.0,90.0,492.0,544.0,377.0,33.0,1402.0,9.0,4.0,44.4,4.0,44.4,569.0,2290.0,899.0,16.0,17.0,2.0,12.0,3.0,710.0,117.0
Jordan Teze,NED,DF,PSV Eindhoven,Eredivisie,23,1999,27.6,2323.0,55.0,459.0,1224.0,648.0,56.0,2323.0,34.0,17.0,50.0,15.0,44.1,1243.0,5305.0,2882.0,66.0,43.0,9.0,24.0,11.0,1579.0,162.0
Ryan Thomas,NZL,MF,Zwolle,Eredivisie,28,1994,3.7,265.0,20.0,73.0,160.0,38.0,3.0,265.0,6.0,1.0,16.7,3.0,50.0,125.0,871.0,410.0,8.0,8.0,1.0,5.0,1.0,139.0,6.0
Lennart Thy,GER,"FW,MF",Zwolle,Eredivisie,31,1992,29.7,1092.0,36.0,134.0,595.0,370.0,120.0,1092.0,30.0,12.0,40.0,18.0,60.0,568.0,2005.0,750.0,18.0,16.0,5.0,68.0,35.0,782.0,118.0
Mathijs Tielemans,NED,MF,Vitesse,Eredivisie,21,2002,18.6,1124.0,33.0,232.0,628.0,276.0,11.0,1124.0,25.0,15.0,60.0,8.0,32.0,641.0,3922.0,1564.0,27.0,23.0,3.0,23.0,14.0,755.0,29.0
Guus Til,NED,MF,PSV Eindhoven,Eredivisie,25,1997,22.6,856.0,21.0,95.0,341.0,425.0,136.0,856.0,21.0,15.0,71.4,6.0,28.6,543.0,2645.0,1382.0,49.0,31.0,14.0,39.0,20.0,653.0,194.0
Malik Tillman,USA,"FW,MF",PSV Eindhoven,Eredivisie,21,2002,17.7,1067.0,18.0,119.0,422.0,545.0,122.0,1067.0,81.0,38.0,46.9,33.0,40.7,648.0,3698.0,1617.0,55.0,39.0,25.0,51.0,38.0,750.0,150.0
Quinten Timber,NED,MF,Feyenoord,Eredivisie,22,2001,29.6,1474.0,16.0,129.0,658.0,704.0,96.0,1474.0,87.0,40.0,46.0,39.0,44.8,870.0,4376.0,2117.0,60.0,54.0,18.0,76.0,58.0,1028.0,173.0
Nathan Tjoe-A-On,IDN,"FW,DF",Heerenveen,Eredivisie,21,2001,0.2,14.0,1.0,6.0,7.0,2.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,19.0,14.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Jens Toornstra,NED,"MF,FW",Utrecht,Eredivisie,34,1989,19.8,978.0,31.0,151.0,411.0,423.0,55.0,978.0,26.0,10.0,38.5,14.0,53.8,450.0,1871.0,846.0,14.0,15.0,4.0,34.0,7.0,536.0,105.0
Gernot Trauner,AUT,DF,Feyenoord,Eredivisie,31,1992,15.1,1388.0,93.0,506.0,827.0,61.0,19.0,1388.0,4.0,3.0,75.0,1.0,25.0,885.0,4574.0,2975.0,24.0,15.0,0.0,11.0,2.0,1019.0,4.0
Calvin Twigt,NED,MF,Volendam,Eredivisie,20,2003,22.7,1165.0,62.0,267.0,593.0,318.0,27.0,1164.0,32.0,16.0,50.0,16.0,50.0,595.0,3404.0,1505.0,36.0,26.0,0.0,32.0,22.0,652.0,60.0
Przemysław Tytoń,POL,GK,Twente,Eredivisie,36,1987,2.0,55.0,51.0,55.0,0.0,0.0,0.0,55.0,0.0,0.0,0.0,0.0,0.0,25.0,138.0,59.0,0.0,0.0,0.0,0.0,0.0,24.0,0.0
Oscar Uddenäs,SWE,"FW,MF",Excelsior,Eredivisie,20,2002,5.2,219.0,13.0,50.0,96.0,74.0,15.0,219.0,7.0,1.0,14.3,6.0,85.7,103.0,563.0,194.0,6.0,7.0,1.0,13.0,11.0,124.0,36.0
Jeremy Udenhout,NED,DF,Excelsior,Eredivisie,20,2003,0.1,8.0,0.0,3.0,3.0,2.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,15.0,10.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0
Ayase Ueda,JPN,"FW,MF",Feyenoord,Eredivisie,24,1998,9.3,297.0,12.0,18.0,118.0,163.0,82.0,296.0,17.0,7.0,41.2,9.0,52.9,166.0,721.0,232.0,10.0,4.0,6.0,22.0,17.0,245.0,80.0
Manfred Ugalde,CRC,FW,Twente,Eredivisie,21,2002,15.2,540.0,9.0,27.0,203.0,317.0,105.0,540.0,41.0,19.0,46.3,21.0,51.2,326.0,1325.0,603.0,20.0,16.0,12.0,40.0,24.0,401.0,89.0
Jesper Uneken,NED,FW,PSV Eindhoven,Eredivisie,18,2004,0.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
Lars Unnerstall,GER,GK,Twente,Eredivisie,33,1990,32.0,1204.0,1026.0,1195.0,10.0,0.0,0.0,1204.0,2.0,2.0,100.0,0.0,0.0,678.0,3024.0,1666.0,0.0,0.0,0.0,1.0,0.0,601.0,0.0
Naci Ünüvar,NED,"FW,MF",Twente,Eredivisie,20,2003,5.6,302.0,7.0,15.0,107.0,183.0,31.0,302.0,16.0,3.0,18.8,12.0,75.0,184.0,972.0,420.0,16.0,9.0,7.0,13.0,9.0,219.0,54.0
Etienne Vaessen,SUR,GK,RKC Waalwijk,Eredivisie,28,1995,29.4,1451.0,1167.0,1419.0,32.0,1.0,0.0,1451.0,3.0,3.0,100.0,0.0,0.0,850.0,4566.0,2888.0,0.0,0.0,0.0,3.0,0.0,725.0,0.0
Amourrichio Van Axel Dongen,NED,FW,Ajax,Eredivisie,18,2004,0.6,19.0,0.0,2.0,10.0,10.0,0.0,19.0,3.0,1.0,33.3,1.0,33.3,13.0,140.0,65.0,1.0,2.0,0.0,1.0,2.0,8.0,3.0
Dave Van Den Berg,NED,MF,Zwolle,Eredivisie,23,2000,28.4,1757.0,65.0,415.0,965.0,394.0,41.0,1757.0,48.0,27.0,56.3,18.0,37.5,1039.0,4904.0,2334.0,43.0,37.0,4.0,51.0,30.0,1211.0,97.0
Dario Van den Buijs,BEL,DF,RKC Waalwijk,Eredivisie,27,1995,28.9,2162.0,286.0,1076.0,1001.0,97.0,24.0,2162.0,6.0,3.0,50.0,3.0,50.0,1156.0,6747.0,4333.0,36.0,7.0,0.0,15.0,3.0,1368.0,9.0
Jason Van Duiven,NED,"FW,MF",Almere City,Eredivisie,18,2005,3.2,115.0,7.0,17.0,34.0,66.0,11.0,115.0,1.0,0.0,0.0,1.0,100.0,52.0,211.0,87.0,2.0,4.0,0.0,12.0,4.0,71.0,15.0
Alec Van Hoorenbeeck,BEL,DF,Twente,Eredivisie,24,1998,5.8,405.0,75.0,220.0,163.0,23.0,7.0,405.0,1.0,0.0,0.0,1.0,100.0,214.0,1191.0,626.0,3.0,1.0,0.0,2.0,0.0,244.0,6.0
